qseqid	sseqid	evalue	identity	coverage	kingdom	phylum	class	order	family	genus	species
GL21768	Octaviania_tasmanica|KC552004|SH177211.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Octaviania;s__Octaviania_tasmanica	1.97E-166	0.993939394	0.870712401	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Octaviania	Octaviania_tasmanica
ITS_OTUa_13080	Octaviania_tasmanica|KC552004|SH177211.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Octaviania;s__Octaviania_tasmanica	4.41E-75	0.97005988	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Octaviania	Octaviania_tasmanica
ITS_OTUa_54977	Octaviania_tasmanica|KC552004|SH177211.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Octaviania;s__Octaviania_tasmanica	8.51E-78	0.982035928	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Octaviania	Octaviania_tasmanica
GL01340	Phylloporus_bellus|JQ967240|SH209614.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Phylloporus;s__Phylloporus_bellus	2.90E-177	0.980609418	0.9025	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Phylloporus	Phylloporus_bellus
GL01668	Phylloporus_pachycystidiatus|JQ967254|SH209612.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Phylloporus;s__Phylloporus_pachycystidiatus	0	0.994910941	0.953883495	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Phylloporus	Phylloporus_pachycystidiatus
GL23495	Phylloporus_pumilus|JQ003627|SH217191.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Phylloporus;s__Phylloporus_pumilus	3.42E-91	0.989417989	0.794117647	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Phylloporus	Phylloporus_pumilus
GL12999	Porphyrellus_niger|UDB016976|SH178879.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Porphyrellus;s__Porphyrellus_niger	9.42E-171	0.977464789	0.891959799	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Porphyrellus	Porphyrellus_niger
GL18062	Pulveroboletus_ravenelii|UDB016938|SH022783.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Pulveroboletus;s__Pulveroboletus_ravenelii	1.64E-167	0.988269795	0.885714286	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Pulveroboletus	Pulveroboletus_ravenelii
ITS_OTUa_2171	Rossbeevera_vittatispora|HQ647135|SH209984.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Rossbeevera;s__Rossbeevera_vittatispora	1.19E-75	0.99375	1.006289308	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Rossbeevera	Rossbeevera_vittatispora
GL00784	Singerocomus_inundabilis|KT380014|SH464067.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Singerocomus;s__Singerocomus_inundabilis	1.37E-168	0.977591036	0.913043478	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Singerocomus	Singerocomus_inundabilis
GL09122	Singerocomus_inundabilis|KT380014|SH464067.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Singerocomus;s__Singerocomus_inundabilis	2.37E-119	1	0.858181818	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Singerocomus	Singerocomus_inundabilis
GL06154	Strobilomyces_strobilaceus|JQ318970|SH211708.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Strobilomyces;s__Strobilomyces_strobilaceus	2.04E-179	0.971428571	0.925480769	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Strobilomyces	Strobilomyces_strobilaceus
GL09181	Strobilomyces_strobilaceus|JQ318999|SH211707.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Strobilomyces;s__Strobilomyces_strobilaceus	6.32E-179	1	0.927613941	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Strobilomyces	Strobilomyces_strobilaceus
GL00719	Tubosaeta_brunneosetosa|JF908791|SH006235.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Tubosaeta;s__Tubosaeta_brunneosetosa	7.11E-179	0.99713467	0.838942308	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tubosaeta	Tubosaeta_brunneosetosa
GL01072	Tubosaeta_brunneosetosa|JF908791|SH006235.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Tubosaeta;s__Tubosaeta_brunneosetosa	2.85E-171	0.977272727	0.840095465	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tubosaeta	Tubosaeta_brunneosetosa
GL05737	Tylopilus_exiguus|JN168776|SH479565.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Tylopilus;s__Tylopilus_exiguus	1.23E-129	1	0.867346939	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus_exiguus
GL07780	Tylopilus_plumbeoviolaceoides|DQ407261|SH007052.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Tylopilus;s__Tylopilus_plumbeoviolaceoides	0	0.994962217	0.947494033	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus_plumbeoviolaceoides
GL04276	Tylopilus_vinaceipallidus|KT289948|SH484843.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Tylopilus;s__Tylopilus_vinaceipallidus	0	0.992307692	0.900692841	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus_vinaceipallidus
GL01588	Xerocomellus_chrysenteron|UDB001387|SH223413.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomellus;s__Xerocomellus_chrysenteron	0	1	0.919213974	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus_chrysenteron
GL04369	Xerocomellus_cisalpinus|UDB002180|SH221249.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomellus;s__Xerocomellus_cisalpinus	0	0.995	0.888888889	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus_cisalpinus
GL02055	Xerocomellus_porosporus|UDB000475|SH209617.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomellus;s__Xerocomellus_porosporus	0	0.992682927	0.913140312	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus_porosporus
GL02117	Xerocomellus_pruinatus|UDB001404|SH197705.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomellus;s__Xerocomellus_pruinatus	0	0.98944591	0.906698565	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus_pruinatus
GL02152	Xerocomellus_pruinatus|UDB001404|SH197705.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomellus;s__Xerocomellus_pruinatus	0	0.99488491	0.909302326	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus_pruinatus
GL02243	Xerocomellus_sarnarii|KT271749|SH209630.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomellus;s__Xerocomellus_sarnarii	0	0.983783784	0.852534562	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomellus	Xerocomellus_sarnarii
GL00922	Xerocomus_amazonicus|KT339240|SH493655.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomus;s__Xerocomus_amazonicus	4.13E-175	0.997076023	0.888311688	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	Xerocomus_amazonicus
GL02445	Xerocomus_potaroensis|JQ751260|SH217301.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomus;s__Xerocomus_potaroensis	1.16E-149	0.996610169	0.883233533	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Xerocomus	Xerocomus_potaroensis
GL15784	Chalciporus_piperatus|UDB025039|SH176280.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletales_fam_Incertae_sedis;g__Chalciporus;s__Chalciporus_piperatus	9.92E-177	0.994269341	0.888040712	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletales_fam_Incertae_sedis	Chalciporus	Chalciporus_piperatus
GL02687	Leucogyrophana_mollusca|UDB016460|SH125730.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletales_fam_Incertae_sedis;g__Leucogyrophana;s__Leucogyrophana_mollusca	9.73E-51	0.982608696	0.264976959	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletales_fam_Incertae_sedis	Leucogyrophana	Leucogyrophana_mollusca
GL11706	Leucogyrophana_mollusca|UDB016460|SH125730.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletales_fam_Incertae_sedis;g__Leucogyrophana;s__Leucogyrophana_mollusca	3.55E-176	0.985994398	0.888059701	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletales_fam_Incertae_sedis	Leucogyrophana	Leucogyrophana_mollusca
GL24868	Phlebopus_portentosus|KJ439037|SH174967.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletinellaceae;g__Phlebopus;s__Phlebopus_portentosus	1.03E-97	1	0.834042553	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae	Phlebopus	Phlebopus_portentosus
GL20404	Coniophora_arida|AM747497|SH186006.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_arida	4.66E-168	0.985380117	0.897637795	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_arida
ITS_OTUa_35024	Coniophora_arida|AM747497|SH186006.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_arida	1.33E-108	0.995475113	1.004545455	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_arida
ITS_OTUa_38862	Coniophora_marmorata|AJ518880|SH186009.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_marmorata	3.50E-103	0.986111111	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_marmorata
GL21381	Coniophora_olivacea|AM747520|SH186007.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_olivacea	3.13E-170	0.991176471	0.894736842	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_olivacea
GL22020	Coniophora_olivacea|AM293005|SH186011.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_olivacea	2.92E-131	0.992366412	0.882154882	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_olivacea
ITS_OTUa_33341	Coniophora_olivacea|AM293005|SH186011.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_olivacea	3.11E-110	1	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_olivacea
ITS_OTUa_21863	Coniophora_opuntiae|FJ790314|SH007729.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_opuntiae	5.66E-107	0.990909091	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_opuntiae
GL03714	Coniophora_puteana|AM293085|SH213116.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_puteana	2.91E-164	0.973684211	0.907161804	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_puteana
GL04753	Coniophora_puteana|AM293085|SH213116.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora;s__Coniophora_puteana	0	0.989795918	0.918032787	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora_puteana
GL08716	Gomphidius_roseus|UDB011692|SH188257.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Gomphidiaceae;g__Gomphidius;s__Gomphidius_roseus	1.08E-123	0.988188976	0.916967509	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gomphidiaceae	Gomphidius	Gomphidius_roseus
GL08765	Gyrodon_lividus|UDB000670|SH222304.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Gyrodontaceae;g__Gyrodon;s__Gyrodon_lividus	0	1	0.92481203	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gyrodontaceae	Gyrodon	Gyrodon_lividus
GL05182	Melanogaster_ambiguus|AJ555514|SH182661.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_ambiguus	0	0.973890339	0.899061033	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_ambiguus
GL06086	Melanogaster_ambiguus|UDB026052|SH182664.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_ambiguus	0	0.992207792	0.897435897	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_ambiguus
GL06333	Melanogaster_broomeanus|UDB027758|SH182656.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_broomeanus	5.79E-180	0.981081081	0.895883777	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_broomeanus
GL06334	Melanogaster_broomeanus|UDB027758|SH182656.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_broomeanus	0	0.986486486	0.893719807	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_broomeanus
GL06810	Melanogaster_broomeanus|UDB027758|SH182656.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_broomeanus	8.62E-119	0.97983871	0.864111498	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_broomeanus
GL07012	Melanogaster_broomeanus|UDB027758|SH182656.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_broomeanus	4.45E-116	0.979757085	0.863636364	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_broomeanus
GL07167	Melanogaster_broomeanus|UDB027758|SH182656.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_broomeanus	2.80E-112	0.971659919	0.866666667	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_broomeanus
GL07681	Melanogaster_broomeanus|UDB027758|SH182656.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_broomeanus	4.45E-175	0.970189702	0.89346247	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_broomeanus
GL05500	Melanogaster_luteus|HQ714794|SH182657.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_luteus	0	0.992105263	0.887850467	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_luteus
GL06605	Melanogaster_macrosporus|AJ555526|SH182658.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_macrosporus	0	0.994652406	0.894736842	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_macrosporus
GL04717	Melanogaster_variegatus|AJ555515|SH182659.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster;s__Melanogaster_variegatus	0	0.985074627	0.939252336	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_variegatus
GL09078	Paxillus_cuprinus|JN673718|SH210482.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Paxillaceae;g__Paxillus;s__Paxillus_cuprinus	1.83E-173	0.972899729	0.920199501	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus_cuprinus
GL08569	Paxillus_involutus|EU078734|SH210480.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Paxillaceae;g__Paxillus;s__Paxillus_involutus	0	0.992268041	0.941747573	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus_involutus
GL11514	Paxillus_obscurisporus|JN673717|SH210481.07FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Paxillaceae;g__Paxillus;s__Paxillus_obscurisporus	2.03E-172	0.997050147	0.926229508	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus_obscurisporus
GL10090	Paxillus_rubicundulus|EU084667|SH191817.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Paxillaceae;g__Paxillus;s__Paxillus_rubicundulus	2.44E-178	0.988919668	0.882640587	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus_rubicundulus
ITS_OTUa_3997	Pisolithus_albus|AM947103|SH010191.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_albus	7.09E-79	0.982248521	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_albus
ITS_OTUa_4488	Pisolithus_albus|AF270786|SH189831.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_albus	1.37E-81	0.99408284	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_albus
ITS_OTUa_67362	Pisolithus_albus|AM947103|SH010191.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_albus	8.63E-78	0.976331361	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_albus
GL07562	Pisolithus_arhizus|UDB009013|SH177625.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_arhizus	0	0.994680851	0.895238095	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_arhizus
GL07997	Pisolithus_arhizus|HE578142|SH177623.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_arhizus	0	0.989304813	0.827433628	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_arhizus
ITS_OTUa_11565	Pisolithus_arhizus|UDB009013|SH177625.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_arhizus	9.00E-39	0.97826087	0.621621622	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_arhizus
ITS_OTUa_181	Pisolithus_arhizus|AF374661|SH189833.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_arhizus	1.15E-82	0.994152047	0.988439306	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_arhizus
ITS_OTUa_5459	Pisolithus_arhizus|AF374713|SH010187.07FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_arhizus	3.70E-76	0.976470588	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_arhizus
GL07683	Pisolithus_croceorrhizus|JX444161|SH202530.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_croceorrhizus	5.70E-180	0.986225895	0.891891892	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_croceorrhizus
ITS_OTUa_302	Pisolithus_croceorrhizus|JX444161|SH202530.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_croceorrhizus	5.34E-87	1	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_croceorrhizus
GL12547	Pisolithus_marmoratus|AY318745|SH204902.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_marmoratus	0	0.98630137	0.9125	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_marmoratus
ITS_OTUa_1787	Pisolithus_marmoratus|AY318745|SH204902.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_marmoratus	1.99E-72	1	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_marmoratus
GL17172	Pisolithus_microcarpus|AF004735|SH213172.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_microcarpus	3.66E-163	0.97640118	0.871465296	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_microcarpus
GL17231	Pisolithus_microcarpus|AF004735|SH213172.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_microcarpus	3.25E-137	1	0.873376623	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_microcarpus
ITS_OTUa_3515	Pisolithus_microcarpus|AF004735|SH213172.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_microcarpus	8.93E-78	0.976608187	0.982758621	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_microcarpus
ITS_OTUa_76675	Pisolithus_microcarpus|AF004735|SH213172.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__Pisolithus_microcarpus	3.08E-77	0.976470588	0.988372093	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_microcarpus
GL06520	Rhizopogon_abietis|KC346843|SH221085.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_abietis	8.46E-159	0.978723404	0.808353808	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_abietis
ITS_OTUa_2886	Rhizopogon_alkalivirens|AF377154|SH448609.07FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_alkalivirens	7.44E-112	1	1	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_alkalivirens
GL04726	Rhizopogon_arctostaphyli|AF377167|SH221087.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_arctostaphyli	0	0.989528796	0.886310905	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_arctostaphyli
GL08070	Rhizopogon_evadens|AF062927|SH183756.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_evadens	0	0.989664083	0.925837321	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_evadens
GL10102	Rhizopogon_evadens|AF062927|SH183756.07FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_evadens	6.68E-120	0.987804878	0.907749077	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon_evadens
