"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"chlamydospores and azygospores; sporangiophores smooth, erect or ascending, 6-14 µm","Rhizopus microsporus var. azygosporus_445120_237","chlamydospores","6-14",10,NA,NA
"Chlamydospores globose to subglobose, 14-22 µm","Hjortstamia fuscomarginata_452181_1734","Chlamydospores","14-22",18,NA,NA
"chlamydospores numerous, terminal and intercalary, thin-walled, 7.5-12.0 x 6.0-9.0 µm.","Clitocybe tigrina_453035_697","chlamydospores","7.5-12.0 x 6.0-9.0",9.75,7.5,NA
"chlamydospores with chromophilic walls, 4-8 µm","Cephalosporium kiliense_453819_13819","chlamydospores","4-8",6,NA,NA
"Chlamydospores intercalary or terminal, usually formed singly, occasionally in short chains, 4-6,5 x 3,5-5,5 µm,","Cephalosporium kiliense_453819_15523","Chlamydospores","4-6,5 x 3,5-5,5",5.25,4.5,NA
"Chlamydospores were found in chains or clumps, oval to globose, hyaline to pale brown, smooth to warted, 7-12.5 µm","Fusarium sinensis_453855_30118","Chlamydospores","7-12.5",9.75,NA,NA
"Chlamydospores spherical or elliptic, hyaline to light brown, smooth-surfaced, terminal or intercalary; 6.3-12.2 µm","Fusarium oxysporum f.sp. momordicae_453859_28935","Chlamydospores","; 6.3-12.2",9.25,NA,NA
"Chlamydospores usually sparse, oval to globose, 8-11 x 8-12 µm.","Fusarium oxysporum f.sp. udum_437976_14899","Chlamydospores","8-11 x 8-12",9.5,10,NA
"chlamydospores numerous within I4 days, developing as vesicular intercalary cells, often in chains of 3-7, less commonly terminal, 15-20 µm","Peniophorella guttulifera_430901_40531","chlamydospores","15-20",17.5,NA,NA
"Chlamydospores  unicellular, intercalary, solitary or in chains, subglobose to ellipsoidal, olivaceous with olivaceous grey guttules, mostly 12.5-20 µm","Phoma adonidicola_431977_17087","Chlamydospores","12.5-20",16.25,NA,NA
"Chlamydospores occurring in both trama and context, generated also by secondary mycelium overgrowing the older tubes, apical or intercalary, thick-walled, roughly ellipsoid or barrel-shaped, 6-17 x 4.5-7.5 µm,","Perenniporia kilemariensis_432053_17212","Chlamydospores","6-17 x 4.5-7.5",11.5,6,NA
"Chlamydospores formed frequently in older cultures, subglobose to ellipsoidal, forming intercalary chains, 7.5-14.5 µm","Pseudotripoconidium sinense_437072_18369","Chlamydospores","7.5-14.5",11,NA,NA
"Chlamydospores rarely produced, in average 30 +-2.9 µm.","Phytophthora quercetorum_438245_20315","Chlamydospores","30 +-2.9",30,NA,NA
"Chlamydospores abundantly produced on hyaline mycelium after 1-2 weeks, usually singly orseparated by hyaline cells, occasionally in chains of 2-5, olivaceous brown to fuscous brown, globose or subglobose but oftenflattened on one or two faces, 5,5-8 (-10) µm","Gibellulopsis nigrescens_438444_14073","Chlamydospores","5,5-8 (-10)",8,NA,NA
"Chlamydospores pigmented (grey-brown), smooth-walled, single or in short chains, 4.5-6.5(-7.5) x 2.5-4(-5) µm.","Gibellulopsis nigrescens_438444_20140","Chlamydospores","4.5-6.5(-7.5) x 2.5-4(-5)",6.5,4,NA
"chlamydospores or holoblastospores in clusters of typically 10-20 conidia per conidiophore, conidiophores either swollen or not swollen, typically with dark brown intraparietal pigments.  Stipitipellis at apex a pale brown layer of repent cylindrical hyphae, 4-18 µm","Blastosporella_439867_20214","chlamydospores","4-18",11,NA,NA
"chlamydospores or holoblastospores in clusters of typically 10-20 conidia per conidiophore, conidiophores either swollen or not swollen, typically with dark brown intraparietal pigments.  Stipitipellis at apex a pale brown layer of repent cylindrical hyphae, 4-18 µm","Blastosporella zonata_439868_20216","chlamydospores","4-18",11,NA,NA
"chlamydospores associated with tramal hyphae, intercalary, 7 x 5 µm,","Fuscoporia flavomarginata_439878_40946","chlamydospores","7 x 5",7,5,NA
"chlamydospores (in contrast to F. norrlandica). One collection of F. gossypium (LE 210088) was studied; it is characterized by a presence of thickwalled chlamydospores 8-9 x 6-8 µm","Fibroporia pseudorennyi_440005_23811","chlamydospores","8-9 x 6-8",8.5,7,NA
"chlamydospores 8-9 x 6-8 µm","Fibroporia pseudorennyi_440005_23811","chlamydospores","8-9 x 6-8",8.5,7,NA
"Chlamydospores globose to cylindrical, 8-30 µm","Harposporium sinense_440015_20327","Chlamydospores","8-30",19,NA,NA
"Chlamydospores globose to cylindrical, 5-29-4-8 µm","Harposporium multiformis_440016_20329","Chlamydospores","5-29-4-8",16.5,NA,NA
"Chlamydospores brown, thick-walled, globose to sub-globose, (11-)12-14 µm","Ceratocystis manginecans_440072_20886","Chlamydospores","(11-)12-14",12,NA,NA
"Chlamydospores (aleuroconidia) present, (8-) 10-12 (-13) µm","Ceratocystis neglecta_440208_21345","Chlamydospores","(8-) 10-12 (-13)",11,NA,NA
"Chlamydospores formed from intercalary cells on submerged and aerial hyphae; cells subglobose, 3-17 µm","Cladobotryum novovarium_440676_23946","Chlamydospores","3-17",10,NA,NA
"Chlamydospores scattered, 14-20 x 7-12 µm.","Postia japonica_440739_23940","Chlamydospores","14-20 x 7-12",17,9.5,NA
"Chlamydospores terminal, globose, (20-) 24-26 (-35) diam, (mean 25µ m), thin or thick-walled and brown. Sporangiophores thin branches, arising near or directly from hyphal swellings. Sporangia terminal or sometimes intercalary, readily produced in solid or liquid media, conspicuously papillate, exit pore (3-) 5-6 (7-)µm,","Phytophthora frigida_441161_22561","Chlamydospores","(3-) 5-6 (7-)",5.5,NA,NA
"Chlamydospores hair-brown, globose, 11-14 µm","Ceratocystis colombiana_441336_22919","Chlamydospores","11-14",12.5,NA,NA
"Chlamydospores subglobose to globose, hair-brown, (10-)12-14(-16) µm","Ceratocystis papillata_441337_22921","Chlamydospores","(10-)12-14(-16)",13,NA,NA
"Chlamydospores terminal, single, thick walled, sub-globose, argus brown (13m), (9-) 9-11 (-13) µm","Ceratocystis polyconidia_441340_22932","Chlamydospores",")(9-) 9-11 (-13)",10,NA,NA
"Chlamydospores developing singly on hyphae, globose, (10-) 10-13 (-14) µm","Ceratocystis tanganyicensis_441341_22934","Chlamydospores","(10-) 10-13 (-14)",11.5,NA,NA
"Chlamydospores thin walled (averger wall diameter ca 1.5 µm)","Phytophthora parsiana_441511_23064","Chlamydospores","1.5",1.5,NA,NA
"Chlamydospores hair brown (17''''i), subglobose (6-) 10-14 (-15) µm","Ceratocystis fimbriatomima_444672_23951","Chlamydospores","(6-) 10-14 (-15)",12,NA,NA
"Chlamydospores abundant on CA, mostly spherical, 25-45 µm,","Pythium mercuriale_444685_23961","Chlamydospores","25-45",35,NA,NA
"Chlamydospores one-celled, typically thick-walled; they are solitary, globose to ovoid or elongate, densely spiny, hyaline to bright yellow. Chlamydospores 9.4-21.5 µm","Echinochlamydosporium variabile_450689_25632","Chlamydospores","9.4-21.5",15.45,NA,NA
"Chlamydospores 9.4-21.5 µm","Echinochlamydosporium variabile_450689_25632","Chlamydospores","9.4-21.5",15.45,NA,NA
"chlamydospores usually cylindrical, up to 5.0 µm","Echinochlamydosporium variabile_450689_25632","chlamydospores","5.0",5,NA,NA
"Chlamydospores rare, brown, thick-walled, globose to sub-globose, (12-)14-16(-17) µm","Ceratocystis mangicola_450767_25749","Chlamydospores","(12-)14-16(-17)",15,NA,NA
"chlamydospores not seen; sucker-type mycelium present in great abundance in the substrate, thin-walled, very twisted and with short blunt branches from 1.5-4.5 µm","Lentamyces zychae_450924_25918","chlamydospores","1.5-4.5",3,NA,NA
"chlamydospores or simply branching conidiophores. Chlamydospores ellipsoidal, lemon-shaped or irregular, thick walled with a lumen intensively stained by cotton blue, (5) 13 +- 3 (20)-(3.5) 5 +- 1 (8),  germinating into a hypha, phialide, or budding as yeast cells. Aerial mycelium forming overgrowing hyphae, funicles or distinct sporodochia. Sporulation abundant on all types of media. Sporodochia consisted of stalk (500-1000-50 µm)","Raffaelea scolytodis_451037_26125","chlamydospores","(500-1000-50",13,5,NA
"Chlamydospores ellipsoidal, lemon-shaped or irregular, thick walled with a lumen intensively stained by cotton blue, (5) 13 +- 3 (20)-(3.5) 5 +- 1 (8),  germinating into a hypha, phialide, or budding as yeast cells. Aerial mycelium forming overgrowing hyphae, funicles or distinct sporodochia. Sporulation abundant on all types of media. Sporodochia consisted of stalk (500-1000-50 µm)","Raffaelea scolytodis_451037_26125","Chlamydospores","(500-1000-50",13,5,NA
"Chlamydospores sparsely produced in submerged mycelium, commonly found in poorly sporulating colonies, intercalary, single, concolorous with conidial terminal cell, subglobose to ellipsoidal, sometimes with irregular constrictions, 5.5-7.5-5-6 µm,","Leohumicola levissima_451039_26129","Chlamydospores","5.5-7.5-5-6",6.25,NA,NA
"Chlamydospores sparsely produced in submerged mycelium, commonly found in poorly sporulating colonies, intercalary, single, concolorous with conidial terminal cell, subglobose or ellipsoidal or irregularly shaped with a rough and wrinkled appearance, 5-6-3-4.5 µm,","Leohumicola incrustata_451040_26131","Chlamydospores","5-6-3-4.5",4.5,NA,NA
"Chlamydospores sparsely produced, intercalary, single, rarely in chains, concolorous with conidial terminal cell, subglobose to ellipsoidal, 3-11-4-7 µm,","Leohumicola atra_451041_26133","Chlamydospores","3-11-4-7",7.5,NA,NA
"Chlamydospores noted after 2 wk at 30 C, (4.5-)6.0-10.0(-12.5) x (3.5-)5.5-9.0(-11.0) µm,","Trichoderma alni_451201_26372","Chlamydospores","(4.5-)6.0-10.0(-12.5) x (3.5-)5.5-9.0(-11.0)",8,7.25,NA
"Chlamydospores (4-)5-8(-10) x (3-)4-6(-8) µm,","Trichoderma epimyces_451202_26374","Chlamydospores","(4-)5-8(-10) x (3-)4-6(-8)",6.5,5,NA
"Chlamydospores (5-)6-10(-11) x (5-)6-8 µm,","Trichoderma brunneoviride_451204_26378","Chlamydospores","(5-)6-10(-11) x (5-)6-8",8,6,NA
"Chlamydospores common, typically intercalary, solitary, in short chains or terminal, not or rarely aggregated to sclerotia, 6-12 x 5.5-10 µm.","Fusarium delphinoides_452585_28451","Chlamydospores","6-12 x 5.5-10",9,7.75,NA
"Chlamydospores typically intercalary, solitary in short chains or terminal, not or rarely aggregated to sclerotia, 6.5-9 x 5-6.5 µm.","Fusarium nectrioides_453219_31369","Chlamydospores","6.5-9 x 5-6.5",7.75,5.75,NA
"Chlamydospores common, typically intercalary, solitary in short chains or terminal, not or rarely aggregated to sclerotia, 6-11.5 x 5-7 µm.","Fusarium biseptatum_453220_28557","Chlamydospores","6-11.5 x 5-7",8.75,6,NA
"Chlamydospores common, typically intercalary, solitary, in short chains or terminal, not or rarely aggregated to sclerotia, 6.5-12 x 5-10 µm.","Fusarium penzigii_453221_28559","Chlamydospores","6.5-12 x 5-10",9.25,7.5,NA
"Chlamydospores intercalary, subglobose, in short chains, 1-celled or with 1 median septum, (6.5-)9-11(-13.5) x (6.5-) 7-8.5(9.5) µm.","Fusarium domesticum_453333_31371","Chlamydospores","(6.5-)9-11(-13.5) x (6.5-) 7-8.5(9.5)",10,7.75,NA
"Chlamydospores observed in only one strain (DIS 380a), globose to subglobose, terminal and intercalary, (6.7-)9.5-12.5(-15.2) x (7.2-)9.2-11.5(-15.2) µm.","Trichoderma evansii_453461_31385","Chlamydospores","(6.7-)9.5-12.5(-15.2) x (7.2-)9.2-11.5(-15.2)",11,10.35,NA
"Chlamydospores hair brown (17''''i), prolate spheroidal to perprolate (8-) 9-13 (-16) µm","Ceratocystis larium_453797_28901","Chlamydospores","(8-) 9-13 (-16)",11,NA,NA
"chlamydospores immersed, brown, pseudosclerotioid, dictyosporous, intercalary, solitary but often with 2-3 elements on a single hypha, (23-)40-100(-190) x (11-)15-30 µm.","Phoma coffeae-arabicae_453827_28903","chlamydospores","(23-)40-100(-190) x (11-)15-30",70,15,NA
"chlamydospores (sub)globose, tan-brown, intercalary, often in chains, relatively small, 4.5-6.5 µm","Phoma microchlamydospora_453828_28905","chlamydospores","4.5-6.5",5.5,NA,NA
"chlamydospores sparse, botryoid-dictyosporous, brown, consisting of up to seven cells, globose, intercalary but sometimes laterally branched from hyphal strands, always solitary, 4-13 µm","Phoma microchlamydospora_453828_28905","chlamydospores","4-13",8.5,NA,NA
"chlamydospores oblong, brownish, often in long chains, 7-14(-20) x (4-)4.5-8.5(-18) µm,","Phoma omnivirens_453829_28907","chlamydospores","7-14(-20) x (4-)4.5-8.5(-18)",14,6.5,NA
"chlamydospores consisting of agglomerates of unicellular chlamydospores, irregularly shaped, dictyosporous, botryoid, brownish, intercalary, submerged in the agar, (12-) 15-52.5(-70) µm","Phoma omnivirens_453829_28907","chlamydospores","(12-) 15-52.5(-70)",33.75,NA,NA
"Chlamydospores multicellular, alternarioid, phragmosporous or dictyosporous, (11-)16-26(-30) x (6.5-)7.5-11(-13.5) µm,","Phoma sancta_453832_28909","Chlamydospores","(11-)16-26(-30) x (6.5-)7.5-11(-13.5)",21,9.25,NA
"chlamydospores developing after several weeks, dictyosporous, alternarioid or botryoid, abundant in the aerial mycelium, (15.5-)31-81.5(-101.5) x (9.5-)19-50.5(-63) µm","Phoma schachtii_453833_28911","chlamydospores","(15.5-)31-81.5(-101.5) x (9.5-)19-50.5(-63)",56.25,34.75,NA
"Chlamydospores dark brown, thick walled, globose to perprolate, 11-17-(7-) 9-11 (-12) µm.","Ceratocystis curvata_455893_29891","Chlamydospores","11-17-(7-) 9-11 (-12)",8,NA,NA
"Chlamydospores dark brown, thick walled, globose to sub-globose, (9-) 11-15 (-16)-(7-) 9-11 (-12) µm.","Ceratocystis ecuadoriana_455894_29893","Chlamydospores","(9-) 11-15 (-16)-(7-) 9-11 (-12)",11.5,NA,NA
"Chlamydospores dark brown, thick walled, pyriform to obpyriform, (12-) 14-18 (-19)-(9-) 10-12 (-15) µm.","Ceratocystis diversiconidia_455895_29895","Chlamydospores","(12-) 14-18 (-19)-(9-) 10-12 (-15)",14,NA,NA
"Chlamydospores very abundant, solitary or in short chains on aerial or substrate mycelia, also on rhizoids, sporangiophores, sporangia, or columellae, 11.5-18.5 µm","Rhizomucor chlamydosporus_456148_30363","Chlamydospores","11.5-18.5",15,NA,NA
"Chlamydospores and hyphal swellings were absent in water or culture media. Sporangia were produced abundantly in solid media, including B-CA, B-LBA and water cultures, and formed in umbellate sporangiophores . Sporangia had conspicuous papillae, usually one but were occasionally bipapillate, were ellipsoid, ellipsoid with tapered base, obpyriform, limoniform or asymmetrical (bilaterally symmetrical or mouse shape with one rounded and one flatter side)  30-54 (av 42) µm","Phytophthora morindae_457271_30722","Chlamydospores","42)",42,NA,NA
"Chlamydospores oval, thick walled, smooth, argus brown (13m), (10-) 12-14 (-15) x (7-) 8-12 (-14) µm,","Ceratocystis acaciivora_457473_30881","Chlamydospores",")(10-) 12-14 (-15) x (7-) 8-12 (-14)",13,10,NA
"Chlamydospores noted after 2-3 d, (7.5-)9-12(-14)-(7-)8-10(-12) µm,","Trichoderma fomiticola_458158_31406","Chlamydospores","(7.5-)9-12(-14)-(7-)8-10(-12)",10.5,NA,NA
"Chlamydospores subglobose to subsphaerical, multiseptate, dark grey-brown, thick-walled, formed on the lateral side of hyphae, not enclosed in a mucilaginous layer, or in a very thin layer if present, 25-30-25-35 µm.","Leptoxyphium madagascariense_460824_33058","Chlamydospores","25-30-25-35",27.5,NA,NA
"Chlamydospores globose to subovoid, dark-brown, thin-walled, 7-9-7-9(-14) µm,","Penidiella corymbia_460827_33070","Chlamydospores","7-9-7-9(-14)",7,NA,NA
"Chlamydospores multiseptate, brown, composed of subglobose cells, thick-walled, constrict at septa, irregular in shape, 10-17-10-13 µm.","Selenophoma australiensis_460835_33091","Chlamydospores","10-17-10-13",13.5,NA,NA
"Chlamydospores globose to subglobose, thin-walled, 0-multicellular, hyaline, muriformly septate, 5-8-8-10 µm.","Sphaceloma tectificae_460836_33094","Chlamydospores","5-8-8-10",8,NA,NA
"Chlamydospores mostly subglobose or ellipsoid, medium to dark brown, thick-walled, 1-4-septate, somewhat constrict at septa, (8-)10-14(-18)-7-11 µm.","Strelitziana australiensis_460837_33098","Chlamydospores","(8-)10-14(-18)-7-11",16,NA,NA
"Chlamydospores and hyphal swellings are not produced in culture media or in water cultures. Sporangia are readily produced on sections of infected root pieces or agar plugs under water culture, 10% soil solution and on solid media. Sporangia range from ovoid, obpyriform, obclavate, sub-globose, to irregular and distorted , 43-61  µm","Phytophthora glovera_460726_32877","Chlamydospores","43-61",52,NA,NA
"Chlamydospores are terminal on short pedicels off the main hyphae and at the end of long hyphae.  These thin-wall chlamydospores usually have dense protoplasm and are about 37 µm","Phytophthora hydropathica_460771_32961","Chlamydospores","37",37,NA,NA
"chlamydospores usually have dense protoplasm and are about 37 µm","Phytophthora hydropathica_460771_32961","chlamydospores","37",37,NA,NA
"Chlamydospores present, most abundantly formed on OA, intercalary and terminal, 6.5-9.0 x 4.0-6.0 µm,","Acremonium collariferum_461160_61610","Chlamydospores","6.5-9.0 x 4.0-6.0",7.75,5,NA
"Chlamydospores pluricellular, produced on aerial hyphae or agar surface, intercalary, globose to subglobose, smooth, pale brown at maturity, 21-48 x 21-41.5 µm,","Hirsutella protulicola_461452_34627","Chlamydospores","21-48 x 21-41.5",34.5,31.25,NA
"chlamydospores up to 10 µm","Sporidesmajora pennsylvaniensis_463114_34906","chlamydospores","10",10,NA,NA
"Chlamydospores observed, mostly measuring 4.5-6 x 4-4.5 µm","Geaster fornicatus_463693_36613","Chlamydospores","4.5-6 x 4-4.5",5.25,4.25,NA
"chlamydospores that are brown, thick-walled, up to 6 µm","Rachicladosporium cboliae_466802_37520","chlamydospores","6",6,NA,NA
"Chlamydospores present in older cultures, 2-4 weeks, (5-) 9-16 (-20) µm","Leptographium chlamydatum_461495_34706","Chlamydospores","(5-) 9-16 (-20)",12.5,NA,NA
"Chlamydospores typically abundant, subglobose, (4.5-)7.2-11.2(-15.0) x (5.0-) 6.5-9.5(-11.0) µm,","Trichoderma asperelloides_463171_34961","Chlamydospores","(4.5-)7.2-11.2(-15.0) x (5.0-) 6.5-9.5(-11.0)",9.2,8,NA
"Chlamydospores at 30-37 °C after 1 wk uncommon, slightly increased in number relative to lower temperatures, terminal, mostly in thin hyphae 3-4 µm","Trichoderma parareesei_465100_37066","Chlamydospores","3-4",3.5,NA,NA
"Chlamydospores ubiquitously present in the agar, unicellular, globose, in long chains of up to 35 elements, greenish pigmented, measuring (8.5-)10-16.5(-17.5)-(6-)8-12.5(-14) µm.","Phoma saxea_467059_38357","Chlamydospores","(8.5-)10-16.5(-17.5)-(6-)8-12.5(-14)",11.75,NA,NA
"Chlamydospores dark brown, thick-walled, in groups, 7-18 µm","Peyronellaea arachidicola_467067_15518","Chlamydospores","7-18",12.5,NA,NA
"chlamydospores immersed, brown, pseudosclerotioid, dictyosporous, intercalary, solitary but often with 2-3 elements on a single hypha, (23-)40-100(-190) x (11-)15-30 µm.","Peyronellaea coffeae-arabicae_467071_28903","chlamydospores","(23-)40-100(-190) x (11-)15-30",70,15,NA
"Chlamydospores multicellular, alternarioid, phragmosporous or dictyosporous, (11-)16-26(-30) x (6.5-)7.5-11(-13.5) µm,","Peyronellaea sancta_467083_28909","Chlamydospores","(11-)16-26(-30) x (6.5-)7.5-11(-13.5)",21,9.25,NA
"Chlamydospores ellipsoidal, up to 10 µm","Exophiala equina_467258_38547","Chlamydospores","10",10,NA,NA
".Chlamydospores ellipsoidal, up to 5.22 µm","Exophiala lacus_467262_38573",".Chlamydospores","5.22",5.22,NA,NA
".Chlamydospores ellipsoidal, up to 5.22 µm","Exophiala lacus_467262_38574",".Chlamydospores","5.22",5.22,NA,NA
"Chlamydospores globose to oval, smooth to rough walled, 10-11 x 8-9 µm,","Fusarium solani_438077_13801","Chlamydospores","10-11 x 8-9",10.5,8.5,NA
"Chlamydospores with a diameter of 5-6.5 x 4.5-5 µm","Geaster coronatus_468297_36626","Chlamydospores","5-6.5 x 4.5-5",5.75,4.75,NA
"Chlamydospores (5-)7-13(-19)-(6-)7-12(-15) µm,","Trichoderma albolutescens_468723_39522","Chlamydospores","(5-)7-13(-19)-(6-)7-12(-15)",12.5,NA,NA
"Chlamydospores (examined after 46 d) noted after 3-7 wk in surface and aerial hyphae, (10-)11-18(-22)-(9-)10-16(-19) µm,","Trichoderma alutaceum_468724_39524","Chlamydospores","(10-)11-18(-22)-(9-)10-16(-19)",15.5,NA,NA
"Chlamydospores noted after 10 d, (5-)6-17(-25)-(3-)4-7(-9) µm,","Trichoderma auranteffusum_468727_39530","Chlamydospores","(5-)6-17(-25)-(3-)4-7(-9)",14,NA,NA
"Chlamydospores rare, 12-22-10-20 µm,","Trichoderma bavaricum_468733_39542","Chlamydospores","12-22-10-20",16,NA,NA
"Chlamydospores noted after 12-14 d, (6-)7-12(-15)-(5-)6-11(-15) µm,","Trichoderma junci_468741_39556","Chlamydospores","(6-)7-12(-15)-(5-)6-11(-15)",10,NA,NA
"Chlamydospores noted after 1-3 wk, infrequent and inconspicuous, mostly terminal, (5-)6-10(-12)-(5-)6-9(-10) µm,","Trichoderma luteocrystallinum_468747_39566","Chlamydospores","(5-)6-10(-12)-(5-)6-9(-10)",8.5,NA,NA
"chlamydospores after 3-4 d, terminal and intercalary, globose, oval or fusoid in narrow hyphae (4-)5-7(-10)-(3.5-)4-6(-6.5) µm,","Trichoderma silvae-virgineae_468762_39596","chlamydospores","(4-)5-7(-10)-(3.5-)4-6(-6.5)",6.75,NA,NA
"Chlamydospores noted after 1 wk at 30 °C, infrequent, terminal and intercalary, 5-11(-18)-(5-)6-9(-11) µm,","Trichoderma valdunense_468768_39608","Chlamydospores","5-11(-18)-(5-)6-9(-11)",5,NA,NA
"Chlamydospores observed, mostly measuring 4.5-6 x 4-4.5 µm","Geastrum fornicatus_471441_36613","Chlamydospores","4.5-6 x 4-4.5",5.25,4.25,NA
"Chlamydospores globose, up to 50-60 µm","Phanerodontia chrysosporium_471813_1748","Chlamydospores","50-60",55,NA,NA
"(chlamydospores of Carmichael, 1962)  terminal or intercalary, pyriform, spherical, to truncate-fusiform, hyaline, smooth, with densely granular contents and thick walls, up to 60 µm","Phanerodontia chrysosporium_471813_3031","(chlamydospores","60",60,NA,NA
"Chlamydospores spherical to limoniform, 6-18(-25) ?m diam, or cylindrical, 7-16 x 2.5-4 µm,","Phanerodontia magnoliae_471814_1758","Chlamydospores","7-16 x 2.5-4",11.5,3.25,NA
"Chlamydospores abundant on CA, mostly spherical, 25-45 µm,","Ovatisporangium mercuriale_474535_23961","Chlamydospores","25-45",35,NA,NA
"chlamydospores up to 55  µm","Globisporangium splendens_474602_13954","chlamydospores","55",55,NA,NA
"Chlamydospores globose, terminal and intercalary, (26-)43-57(-64) µm","Elongisporangium dimorphum_474614_7774","Chlamydospores","(26-)43-57(-64)",50,NA,NA
"Chlamydospores present, dark yellow, thick-walled (2-5 µm),","Elongisporangium undulatum_474617_7842","Chlamydospores","(2-5",3.5,NA,NA
"Chlamydospores terminal and globose to limoniform, continuous, rarely medianly 1-septate, with a hyaline to yellowish wall up to 2 µm","Rhizodermea veluwensis_469544_40062","Chlamydospores","2",2,NA,NA
"chlamydospores observed.  Anamorph.-Sporodochia pale orange on PDA, colorless and rare on SNA. Typically macroconidia hyaline, 3-6 septa, mostly 4-septate, falcate, with a beaked curved apical cell and a footlike basal cell, 22-50 (mean = 38) µm","Fusarium temperatum_469745_40526","chlamydospores","= 38)",38,NA,NA
"Chlamydospores rare, single, in short chains, or in small masses, subglobose, ovoid or irregular, 5-9 x 4-7 µm,","Ambomucor seriatoinflatus_469758_40565","Chlamydospores","5-9 x 4-7",7,5.5,NA
"Chlamydospores rare, single, in short chains, or in small masses, subglobose, ovoid or irregular, 5-9 x 4-7 µm,","Ambomucor seriatoinflatus var. brevior_469759_40567","Chlamydospores","5-9 x 4-7",7,5.5,NA
"Chlamydospores rare, single, or in short chains, subglobose, ovoid or irregular, 5-18.5 x 3-14 µm,","Ambomucor seriatoinflatus var. longior_470421_41528","Chlamydospores","5-18.5 x 3-14",11.75,8.5,NA
"Chlamydospores sublgobose, 9-13-7-9 µm,","Cladobotryum heterosporum_470781_41653","Chlamydospores","9-13-7-9",10,NA,NA
"Chlamydospores formed among submerged mycelium, cells subglobose, 14-17-12-14.5 µm,","Cladobotryum paravirescens_470782_41655","Chlamydospores","14-17-12-14.5",14.5,NA,NA
"Chlamydospores formed among aerial or submerged mycelium, hyaline to pale ochraceous, cells subglobose, 7-17 µm","Cladobotryum tchimbelense_470784_41659","Chlamydospores","7-17",12,NA,NA
"Chlamydospores abundant in old cultures in and on the agar, cells (sub)globose, 10-20 µm","Hypomyces gabonensis_470786_41663","Chlamydospores","10-20",15,NA,NA
"Chlamydospores held by 2-4, in lateral position on intercalary cells, subglobose, 12-14 µm","Hypomyces samuelsii_470787_41665","Chlamydospores","12-14",13,NA,NA
"Chlamydospores formed among aerial or submerged mycelium, hyaline; cells subglobose, 13-23 µm","Hypomyces samuelsii_470787_41665","Chlamydospores","13-23",18,NA,NA
"Chlamydospores common, mostly in short, intercalary chains, 10-20 ´ 10-17 µm.","Ilyonectria liriodendri_470908_11179","Chlamydospores","10-20 x 10-17",15,13.5,NA
"chlamydospores rare (abundant in one species); conidiophores arising laterally from hyphae, irregularly branched conidiophores or forming fascicles; phialides cylindrical, 10-25-3-6 µm;","Thelonectria_470914_41766","chlamydospores","10-25-3-6",14,NA,NA
"Chlamydospores scattered to abundant in the context, verrucose, appendages up to 2.5 µm","Postia stellifera_471591_41940","Chlamydospores","2.5",2.5,NA,NA
"Chlamydospores abundant, produced intercalary or on the apex of hyphae, at first fusoid, thin-walled, smooth and hyaline, later ellipsoid to subglobose, thick-walled, distinctly verrucose to spinose, appendages up to 4 µm","Postia stellifera_471591_48464","Chlamydospores","4",4,NA,NA
"chlamydospores which averaged 34.3 +- 5.3 µm","Phytophthora litoralis_471893_42564","chlamydospores","34.3 +- 5.3",34.3,NA,NA
"chlamydospores (Fig. 7l) with a mean diameter of 34.3 +- 5.3 µm","Phytophthora thermophila_471894_42566","chlamydospores","34.3 +- 5.3",34.3,NA,NA
"Chlamydospores present, produced singly or in short chains, thick-walled, roughened, globose to subglobose, 7.5?8.5 µm","Paecilomyces wawuensis_471944_42719","Chlamydospores","7.5?8.5",NA,NA,NA
"pseudochlamydospores single and globose, at the ends of hyphae, 12-14 µm","Fusarium musae_472280_43181","pseudochlamydospores","12-14",13,NA,NA
"pseudochlamydospores single and globose, at the end of hyphae, 12-14 µm","Fusarium musae_472280_43181","pseudochlamydospores","12-14",13,NA,NA
"Chlamydospores are sometimes produced, but are rare; they are globose to ellipsoidal, hyaline, ~5-10 x 3-5 µm,","Mariannaea samuelsii_474961_45151","Chlamydospores","~5-10 x 3-5",7.5,4,NA
"Chlamydospores formed from cells of macroconidia, subglobose, 6-11-6-8 µm;","Cyanonectria buxi_475003_45250","Chlamydospores","6-11-6-8",8.5,NA,NA
"Chlamydospores abundant on CMD and SNA reverse, terminal and intercalary, subglobose, (6-)7-17(-30) µm","Trichoderma floccosum_475193_46121","Chlamydospores","(6-)7-17(-30)",12,NA,NA
"Chlamydospores abundant on SNA reverse, terminal, obovoidal to fusiform, (4.2-)5.2-8.0(-10.0)-(4.0-)4.7-5.2(-9.2) µm.","Trichoderma ivoriense_475194_46123","Chlamydospores","(4.2-)5.2-8.0(-10.0)-(4.0-)4.7-5.2(-9.2)",7,NA,NA
"chlamydospores with chromophilic walls, 4-8 µm","Sarocladium kiliense_475269_13819","chlamydospores","4-8",6,NA,NA
"Chlamydospores intercalary or terminal, usually formed singly, occasionally in short chains, 4-6,5 x 3,5-5,5 µm,","Sarocladium kiliense_475269_15523","Chlamydospores","4-6,5 x 3,5-5,5",5.25,4.5,NA
