"species","spore.length","spore.width","spore.shape2","spore.shape","spore.volume","genus","species2","family","order","class","phylum","SporeName"
"Piloderma sp1.","3.95","3.1","1.274193548","Globose","29.81332158","Piloderma","sp1.","Atheliaceae","Atheliales","Agaricomycetes","Basidiomycota","Basidiospores"
"Piloderma sphaerosporum","3.5","2.9","1.206896552","Globose","23.11819494","Piloderma","sphaerosporum","Atheliaceae","Atheliales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pisorisporium sp.","45.8","3.95","11.59493671","Filiform","561.2412079","Pisorisporium","sp.","Pisorisporiaceae","Pisorisporiales","Sordariomycetes","Ascomycota","Ascospores"
"Platystomum obtectum","26","9.5","2.736842105","Fusiform","1842.93679","Platystomum","obtectum","Lophiostomataceae","Pleosporales","Dothideomycetes","Ascomycota","Ascospores"
"Pleurotus pulmonarius","9.5","3.75","2.533333333","Cylindrical","104.9242859","Pleurotus","pulmonarius","Pleurotacea","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pluteus cervinus","7.3","5.25","1.39047619","Ellipsoid","158.0270192","Pluteus","cervinus","Pluteaceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pluteus podospileus","6.5","5.25","1.238095238","Globose","140.7089897","Pluteus","podospileus","Pluteaceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pluteus semibulbosus","6.75","5.5","1.227272727","Ellipsoid","160.3684875","Pluteus","semibulbosus","Pluteaceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Polydesmia pruinosa","17.5","4.5","3.888888889","Fusiform","278.3254742","Polydesmia","pruinosa","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Postia caesia","5.1","1.5","3.4","Allantoid","9.012443925","Postia","caesia","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Postia fragilis","5.45","1.55","3.516129032","Allantoid","10.28370903","Postia","fragilis","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Postia guttulata","4.2","2.4","1.75","Ellipsoid","19.00035237","Postia","guttulata","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Postia leucomallella","5.45","1.55","3.516129032","Allantoid","10.28370903","Postia","leucomallella","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Postia ptychogaster","4.5","2.35","1.914893617","Ellipsoid","19.51812611","Postia","ptychogaster","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Postia rennyi","4.8","2.65","1.811320755","Ellipsoid","26.47420129","Postia","rennyi","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Postia sericeomollis","4.15","2.1","1.976190476","Ellipsoid","14.37396449","Postia","sericeomollis","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Postia tephroleuca","4.75","1.5","3.166666667","Allantoid","8.393942871","Postia","tephroleuca","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Postia undosa","5.1","1.55","3.290322581","Allantoid","9.623287347","Postia","undosa","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Propolis farinosa","21.5","6","3.583333333","Ellipsoid","607.8981785","Propolis","farinosa","Rhytismataceae","Rhytismatales","Leotiomycetes","Ascomycota","Ascospores"
"Propolis sp1.","27","10","2.7","Ellipsoid","2120.575041","Propolis","sp1.","Rhytismataceae","Rhytismatales","Leotiomycetes","Ascomycota","Ascospores"
"Protodontia piceicola","4.5","4","1.125","Globose","56.54866776","Protodontia","piceicola","Exidiaceae","Auriculariales","Agaricomycetes","Basidiomycota","Basidiospores"
"Protodontia subgelatinosa","6.5","4.75","1.368421053","Ovoid","115.1835494","Protodontia","subgelatinosa","Exidiaceae","Auriculariales","Agaricomycetes","Basidiomycota","Basidiospores"
"Protounguicularia transiens","8","2.25","3.555555556","Ellipsoid","31.80862562","Protounguicularia","transiens","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Pseudocosmospora vilior","12.5","5.25","2.380952381","Ellipsoid","270.594211","Pseudocosmospora","vilior","Nectriaceae","Hypocreales","Sordariomycetes","Ascomycota","Ascospores"
"Pseudographis pinicola","47","9","5.222222222","Fusiform","2990.010808","Pseudographis","pinicola","Triblidiaceae","Triblidiales","Leotiomycetes","Ascomycota","Ascospores"
"Pseudohydnum gelatinosum","6.25","5.5","1.136363636","Globose","148.4893403","Pseudohydnum","gelatinosum","Exidiaceae","Auriculariales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pseudoplectania nigrella","11","11","1","Globose","1045.364955","Pseudoplectania","nigrella","Sarcosomataceae","Pezizales","Pezizomycetes","Ascomycota","Ascospores"
"Pseudotomentella flavovirens","6.5","6.5","1","Globose","215.6899706","Pseudotomentella","flavovirens","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pseudotomentella griseopergamacea","8.75","8.75","1","Globose","526.1554102","Pseudotomentella","griseopergamacea","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pseudotomentella humicola","7","7","1","Lobed","269.39157","Pseudotomentella","humicola","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pseudotomentella mucidula","7.5","7.5","1","Globose","331.3398502","Pseudotomentella","mucidula","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pseudotomentella nigra","9","9","1","Globose","572.5552611","Pseudotomentella","nigra","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Pseudotomentella tristis","8","7","1.142857143","Lobed","307.8760801","Pseudotomentella","tristis","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Psilocistella cf conincola","6.5","2.75","2.363636364","Ellipsoid","38.60722847","Psilocistella","conincola","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Psilocistella obsoleta","3.25","1.25","2.6","Ellipsoid","3.988350049","Psilocistella","obsoleta","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Psilocistella sp tummakarva","6.5","2.1","3.095238095","Ellipsoid","22.51343835","Psilocistella","tummakarva","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Psilocistella sp2.","15.7","4","3.925","Ellipsoid","197.2920186","Psilocistella","sp2.","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Psilocistella sp3.","5.1","1.4","3.642857143","Ellipsoid","7.850840041","Psilocistella","sp3.","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Psilocistella sp4.","6.4","1.5","4.266666667","Ellipsoid","11.30973355","Psilocistella","sp4.","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Psilocistella sp5.","10","3.3","3.03030303","Ellipsoid","85.52985999","Psilocistella","sp5.","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Psilocistella sp6.","7","2","3.5","Ellipsoid","21.99114858","Psilocistella","sp6.","Hyaloscyphaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Pycnoporellus fulgens","5.4","3","1.8","Ellipsoid","38.17035074","Pycnoporellus","fulgens","Fomitopsidaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Radulomyces confluens","7.25","7.25","1","Globose","299.2980595","Radulomyces","confluens","Pterulaceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Rectipilus fasciculatus","5.75","3","1.916666667","Ellipsoid","40.64435496","Rectipilus","fasciculatus","Marasmiaceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Repetobasidium vile","7","2.5","2.8","Allantoid","34.36116965","Repetobasidium","vile","Repetobasidiaceae","Hymenochaetales","Agaricomycetes","Basidiomycota","Basidiospores"
"Resinicium bicolor","6.25","3","2.083333333","Ellipsoid","44.17864669","Resinicium","bicolor","Meripilaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Resinicium furfuraceum","5.25","2.75","1.909090909","Ellipsoid","31.18276146","Resinicium","furfuraceum","Meripilaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Resupinatus poriaeformis","5.25","5.25","1","Globose","113.6495686","Resupinatus","poriaeformis","Tricholomataceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Rhizochaete sulphurina","5","2.75","1.818181818","Ellipsoid","29.69786805","Rhizochaete","sulphurina","Amylocorticiaceae","Boletales","Agaricomycetes","Basidiomycota","Basidiospores"
"Rhizochaete violascens","5.5","3.25","1.692307692","Ellipsoid","45.62672455","Rhizochaete","violascens","Amylocorticiaceae","Boletales","Agaricomycetes","Basidiomycota","Basidiospores"
"Rhizoctonia fusisporus","12.5","2","6.25","Globose","39.26990817","Rhizoctonia","fusisporus","Ceratobasidiaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Rhizoctonia ochracea","8","7","1.142857143","Globose","307.8760801","Rhizoctonia","ochracea","Ceratobasidiaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Rhizoctonia pseudocornigerum","10","3.5","2.857142857","Fusiform","96.21127502","Rhizoctonia","pseudocornigerum","Ceratobasidiaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Rhodonia placenta","5.4","2.5","2.16","Cylindrical","26.50718801","Rhodonia","placenta","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Roridomyces roridus","10.5","4.75","2.210526316","Ellipsoid","186.0657336","Roridomyces","roridus","Mycenaceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Schizospora paradoxa","5.7","3.85","1.480519481","Ellipsoid","66.35691638","Schizospora","paradoxa","Schizoporaceae","Hymenochaetales","Agaricomycetes","Basidiomycota","Basidiospores"
"Scopuloides rimosa","4","1.75","2.285714286","Allantoid","9.621127502","Scopuloides","rimosa","Meruliaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Scutellinia scutellata","18.5","11","1.681818182","Ellipsoid","1758.113789","Scutellinia","scutellata","Pyronemataceae","Pezizales","Pezizomycetes","Ascomycota","Ascospores"
"Scytinostroma galactinum","4.75","2.5","1.9","Ellipsoid","23.31650798","Scytinostroma","galactinum","Lachnocladiaceae","Russulales","Agaricomycetes","Basidiomycota","Basidiospores"
"Scytinostromella heterogenea","4.25","3","1.416666667","Ellipsoid","30.04147975","Scytinostromella","heterogenea","Lachnocladiaceae","Russulales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sebacina grisea","11.25","4.5","2.5","Cylindrical","178.9235191","Sebacina","grisea","Sebacinaceae","Auriculariales","Agaricomycetes","Basidiomycota","Basidiospores"
"Serpula himantioides","10.5","5.5","1.909090909","Ellipsoid","249.4620916","Serpula","himantioides","Serpulaceae","Boletales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sidera lunata","3.25","1.3","2.5","Allantoid","4.313799412","Sidera","lunata","Repetobasidiaceae","Hymenochaetales","Agaricomycetes","Basidiomycota","Basidiospores"
"Simocybe centunculus","7.25","5","1.45","Ellipsoid","142.3534171","Simocybe","centunculus","Inocybeceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Simocybe haustellaris","8.5","5.5","1.545454545","Ellipsoid","201.9455028","Simocybe","haustellaris","Inocybeceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema aff binucleosporum","3.55","1.65","2.151515152","Cylindrical","7.590775074","Sistotrema","binucleosporum","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema aff farinaceum","3.4","2.4","1.416666667","Ellipsoid","15.38123763","Sistotrema","farinaceum","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema brinkmannii","4.25","2.1","2.023809524","Allantoid","14.72032508","Sistotrema","brinkmannii","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema coroniferum","6","2.25","2.666666667","Allantoid","23.85646921","Sistotrema","coroniferum","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema coronilla","5.25","2.125","2.470588235","Ellipsoid","18.6194588","Sistotrema","coronilla","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema octosporum coll","5","2.75","1.818181818","Ellipsoid","29.69786805","Sistotrema","octosporum","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema porulosum","4.25","2.5","1.7","Ellipsoid","20.86213872","Sistotrema","porulosum","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema raduloides","7.5","3","2.5","Cylindrical","53.01437603","Sistotrema","raduloides","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema resinicystidium","4.5","2.5","1.8","Ellipsoid","22.08932335","Sistotrema","resinicystidium","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema sernanderi","6","2.75","2.181818182","Allantoid","35.63744166","Sistotrema","sernanderi","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotrema sp nov.","2.5","1.4","1.785714286","Ellipsoid","3.848451001","Sistotrema","sp","Hydnaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotremastrum suecicum","5.25","1.75","3","Ellipsoid","12.62772985","Sistotremastrum","suecicum","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sistotremella perpusilla","4","2.25","1.777777778","Ellipsoid","15.90431281","Sistotremella","perpusilla","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Skeletocutis amorpha","3.6","1.3","2.769230769","Allantoid","4.778362426","Skeletocutis","amorpha","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Skeletocutis biguttulata","5.35","1.4","3.821428571","Allantoid","8.235685141","Skeletocutis","biguttulata","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Skeletocutis brevispora","3.6","1.35","2.666666667","Allantoid","5.15299735","Skeletocutis","brevispora","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Skeletocutis carneogrisea","3.3","1.05","3.142857143","Allantoid","2.857474868","Skeletocutis","carneogrisea","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Skeletocutis kuehneri","3.55","0.8","4.4375","Allantoid","1.784424627","Skeletocutis","kuehneri","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Skeletocutis nivea","4.5","0.75","6","Allantoid","1.988039101","Skeletocutis","nivea","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Skeletocutis papyracea/subincarnata","4.5","1.45","3.103448276","Cylindrical","7.430848373","Skeletocutis","papyracea/subincarnata","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Skeletocutis stellae","4.25","1","4.25","Allantoid","3.337942194","Skeletocutis","stellae","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sphaerobasidium minutum","4.5","3.25","1.384615385","Ellipsoid","37.33095645","Sphaerobasidium","minutum","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Sphaerostilbella berkeleyana","11","3.5","3.142857143","Ellipsoid","105.8324025","Sphaerostilbella","berkeleyana","Hypocreaceae","Hypocreales","Sordariomycetes","Ascomycota","Ascospores"
"Steccherinum lacerum","4.3","3.2","1.34375","Globose","34.58265193","Steccherinum","lacerum","Meruliaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Steccherinum ochraceum","3.35","2.35","1.425531915","Ellipsoid","14.53016055","Steccherinum","ochraceum","Meruliaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Stereum hirsutum","6.5","3","2.166666667","Ellipsoid","45.94579256","Stereum","hirsutum","Stereaceae","Russulales","Agaricomycetes","Basidiomycota","Basidiospores"
"Stereum rugosum","9.5","5","1.9","Ellipsoid","186.5320638","Stereum","rugosum","Stereaceae","Russulales","Agaricomycetes","Basidiomycota","Basidiospores"
"Stereum sanguinolentum","9","3","3","Cylindrical","63.61725124","Stereum","sanguinolentum","Stereaceae","Russulales","Agaricomycetes","Basidiomycota","Basidiospores"
"Stereum subtomentosum","6.75","2.25","3","Cylindrical","26.83852786","Stereum","subtomentosum","Stereaceae","Russulales","Agaricomycetes","Basidiomycota","Basidiospores"
"Stictis cf mollis","191","2.08","91.82692308","Filiform","649.0078033","Stictis","mollis","Stictidaceae","Ostropales","Lecanoromycetes","Ascomycota","Ascospores"
"Stictis sp1.","75","1.15","65.2173913","Filiform","77.90168033","Stictis","sp1.","Stictidaceae","Ostropales","Lecanoromycetes","Ascomycota","Ascospores"
"Strossmayeria basitricha","33","4","8.25","Ellipsoid","414.6902303","Strossmayeria","basitricha","Helotiaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Strossmayeria nigra","32.5","3.7","8.783783784","Cylindrical","349.4432778","Strossmayeria","nigra","Helotiaceae","Helotiales","Leotiomycetes","Ascomycota","Ascospores"
"Stypella dubia","6","4","1.5","Ovoid","75.39822369","Stypella","dubia","Auriculariaceae","Auriculariales","Agaricomycetes","Basidiomycota","Basidiospores"
"Stypella vermiformis","5","3.75","1.333333333","Globose","55.22330836","Stypella","vermiformis","Exidiaceae","Auriculariales","Agaricomycetes","Basidiomycota","Basidiospores"
"Subulicystidium longisporum","13.5","2.75","4.909090909","Cylindrical","80.18424374","Subulicystidium","longisporum","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Suillosporium cystidiatum","13","4","3.25","Filiform","163.362818","Suillosporium","cystidiatum","Botryobasidiaceae","Cantharellales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tapinella panuoides","5","3.5","1.428571429","Ellipsoid","48.10563751","Tapinella","panuoides","Tapinellaceae","Boletales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella badia","10","10","1","Globose","785.3981634","Tomentella","badia","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella botryoides","7","6.5","1.076923077","Lobed","232.2815068","Tomentella","botryoides","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella brevispina","7.5","7.5","1","Globose","331.3398502","Tomentella","brevispina","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella bryophila","8","8","1","Globose","402.1238597","Tomentella","bryophila","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella cinerascens","5.25","5.25","1","Globose","113.6495686","Tomentella","cinerascens","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella coerulea","7.25","6.75","1.074074074","Lobed","259.4391027","Tomentella","coerulea","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella ellisii","8.5","6.75","1.259259259","Ellipsoid","304.1699825","Tomentella","ellisii","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella lapida","9","9","1","Globose","572.5552611","Tomentella","lapida","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella lateritia","7.5","7.5","1","Globose","331.3398502","Tomentella","lateritia","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella lilacinogrisea","8","7","1.142857143","Lobed","307.8760801","Tomentella","lilacinogrisea","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella sp1.","7","4.5","1.555555556","Lobed","111.3301897","Tomentella","sp1.","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella sp2.","8","7","1.142857143","Globose","307.8760801","Tomentella","sp2.","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella stuposa","9.5","9.5","1","Globose","673.3807503","Tomentella","stuposa","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella sublilacina","8.25","7.5","1.1","Lobed","364.4738352","Tomentella","sublilacina","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella terrestris","8.75","7.1","1.232394366","Ellipsoid","346.4293124","Tomentella","terrestris","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella umbrinospora","7.5","7","1.071428571","Lobed","288.633825","Tomentella","umbrinospora","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella viridescens","7.5","7.5","1","Globose","331.3398502","Tomentella","viridescens","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentella viridula","8.5","7.25","1.172413793","Angular","350.9011732","Tomentella","viridula","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentellopsis bresadolana","6","6","1","Globose","169.6460033","Tomentellopsis","bresadolana","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentellopsis cf submollis","5.75","4.75","1.210526316","Globose","101.8931399","Tomentellopsis","submollis","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentellopsis echinospora","5","5","1","Globose","98.17477042","Tomentellopsis","echinospora","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentellopsis nigra","9","9","1","Globose","572.5552611","Tomentellopsis","nigra","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tomentellopsis sp1.","5.5","5.5","1","Globose","130.6706194","Tomentellopsis","sp1.","Thelephoraceae","Thelephorales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trametes hirsuta","5.85","2.2","2.659090909","Cylindrical","22.2377636","Trametes","hirsuta","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trametes ochracea","6.9","2.7","2.555555556","Cylindrical","39.50631302","Trametes","ochracea","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trametes pubescens","6.5","2.35","2.765957447","Cylindrical","28.19284882","Trametes","pubescens","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora alnicola","3.7","2.9","1.275862069","Ellipsoid","24.43923465","Trechispora","alnicola","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora byssinella","3.75","2.25","1.666666667","Ellipsoid","14.91029326","Trechispora","byssinella","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora cohaerens","3.5","2","1.75","Globose","10.99557429","Trechispora","cohaerens","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora farinacea","4.5","3.75","1.2","Globose","49.70097753","Trechispora","farinacea","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora hymenocystis","4.75","4","1.1875","Ellipsoid","59.69026042","Trechispora","hymenocystis","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora kavinioides","3.5","2.25","1.555555556","Ellipsoid","13.91627371","Trechispora","kavinioides","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora laevis","3.7","3","1.233333333","Ellipsoid","26.15375884","Trechispora","laevis","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora microspora","4.25","3.25","1.307692308","Ellipsoid","35.25701443","Trechispora","microspora","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora minima","3.7","3.5","1.057142857","Globose","35.59817176","Trechispora","minima","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trechispora stellulata","3.25","3","1.083333333","Globose","22.97289628","Trechispora","stellulata","Hydnodontaceae","Trechisporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tremella foliacea","9.25","7.75","1.193548387","Globose","436.350039","Tremella","foliacea","Tremellaceae","Tremellales","Tremellomycetes","Basidiomycota","Basidiospores"
"Tretomyces cf microsporus","2.4","2.2","1.090909091","Globose","9.123185066","Tretomyces","microsporus","Atheliaceae","Atheliales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trichaptum abietinum","6.05","2.7","2.240740741","Cylindrical","34.6395933","Trichaptum","abietinum","Polyporaceae","Polyporales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trichoderma minutisporum/pachybasioides","4.75","3.6","1.319444444","Globose","48.34911094","Trichoderma","minutisporum/pachybasioides","Hypocreaceae","Hypocreales","Sordariomycetes","Ascomycota","Ascospores"
"Trichoderma pulvinatum","4.5","3","1.5","Ellipsoid","31.80862562","Trichoderma","pulvinatum","Hypocreaceae","Hypocreales","Sordariomycetes","Ascomycota","Ascospores"
"Trichoderma strictipile","5.35","4.85","1.103092784","Globose","98.8387264","Trichoderma","strictipile","Hypocreaceae","Hypocreales","Sordariomycetes","Ascomycota","Ascospores"
"Trichoderma viride","5.5","3.75","1.466666667","Ellipsoid","60.7456392","Trichoderma","viride","Hypocreaceae","Hypocreales","Sordariomycetes","Ascomycota","Ascospores"
"Tricholomopsis decora","7.75","5.5","1.409090909","Ellipsoid","184.1267819","Tricholomopsis","decora","Tricholomataceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Trichophaeopsis bicuspis","15.5","11.2","1.383928571","Ellipsoid","1527.065357","Trichophaeopsis","bicuspis","Pyronemataceae","Pezizales","Pezizomycetes","Ascomycota","Ascospores"
"Trichosphaeria notabilis","16.5","6.5","2.538461538","Ellipsoid","547.5206947","Trichosphaeria","notabilis","Trichosphaeriaceae","Trichosphaeriales","Sordariomycetes","Ascomycota","Ascospores"
"Tubaria conspersa","8.25","5.75","1.434782609","Ellipsoid","214.2296209","Tubaria","conspersa","Tubariaceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tubaria furfuracea","8.25","5.25","1.571428571","Ellipsoid","178.5921792","Tubaria","furfuracea","Tubariaceae","Agaricales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tubulicrinis accedens","4.5","2.95","1.525423729","Ellipsoid","30.75717383","Tubulicrinis","accedens","Hymenochaetaceae","Hymenochaetales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tubulicrinis angustus","9.5","1.9","5","Allantoid","26.93523001","Tubulicrinis","angustus","Hymenochaetaceae","Hymenochaetales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tubulicrinis borealis","6","2","3","Allantoid","18.84955592","Tubulicrinis","borealis","Hymenochaetaceae","Hymenochaetales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tubulicrinis calothtrix","7","1.75","4","Allantoid","16.83697313","Tubulicrinis","calothtrix","Hymenochaetaceae","Hymenochaetales","Agaricomycetes","Basidiomycota","Basidiospores"
"Tubulicrinis chaetophorus","6","3.25","1.846153846","Ellipsoid","49.77460861","Tubulicrinis","chaetophorus","Hymenochaetaceae","Hymenochaetales","Agaricomycetes","Basidiomycota","Basidiospores"
