"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Zasmidium litseae-glutinosae","leaf spot","leaf_spots","leaf_spots"
"Zasmidium lonicericola","leaf spot","leaf_spots","leaf_spots"
"Zasmidium lythri","leaf spot","leaf_spots","leaf_spots"
"Zasmidium macluricola","leaf spot","leaf_spots","leaf_spots"
"Zasmidium meynae-laxiflorae","leaf spot","leaf_spots","leaf_spots"
"Zasmidium mitellae","leaf spot","leaf_spots","leaf_spots"
"Zasmidium nabiacense","leaf spot","leaf_spots","leaf_spots"
"Zasmidium psychotriae","leaf spot","leaf_spots","leaf_spots"
"Zasmidium rothmanniae","leaf spot","leaf_spots","leaf_spots"
"Zasmidium sardoum","leaf spot","leaf_spots","leaf_spots"
"Zasmidium scaevolicola","leaf spot","leaf_spots","leaf_spots"
"Zasmidium sinuosogeniculatum","leaf spot","leaf_spots","leaf_spots"
"Zasmidium subsanguineum","leaf spot","leaf_spots","leaf_spots"
"Zasmidium tephrosiae","leaf spot","leaf_spots","leaf_spots"
"Zimmermanniella trispora","leaf spot","leaf_spots","leaf_spots"
"Zymoseptoria halophila","leaf spot","leaf_spots","leaf_spots"
"Paramyrothecium roridum","leaf spot, cankers; boll, fruit, petiole,,root rots","leaf_spots cankers _boll fruit petiole  root_rots","leaf_spots"
"Acroconidiella tropaeoli","leaf spot, discoloration","leaf_spots discoloration","leaf_spots"
"Cercospora ebulicola","leaf spot, discoloration","leaf_spots discoloration","leaf_spots"
"Cercospora fuligena","leaf spot, discoloration","leaf_spots discoloration","leaf_spots"
"Heterosporium tropaeoli","leaf spot, discoloration","leaf_spots discoloration","leaf_spots"
"Pseudocercospora ebulicola","leaf spot, discoloration","leaf_spots discoloration","leaf_spots"
"Pseudocercospora fuligena","leaf spot, discoloration","leaf_spots discoloration","leaf_spots"
"Diaporthe thunbergiicola","leaf spot, discoloration,,necrosis","leaf_spots discoloration  necrosis","leaf_spots"
"Quambalaria eucalypti","leaf spot, distortion","leaf_spots distortion","leaf_spots"
"Sporothrix eucalypti","leaf spot, distortion","leaf_spots distortion","leaf_spots"
"Acremonium zonatum","leaf spot, important on fig,coffee","leaf_spots important_on_fig coffee","leaf_spots"
"Cephalosporium zonatum","leaf spot, important on fig,coffee","leaf_spots important_on_fig coffee","leaf_spots"
"Cercospora lilacis","leaf spot, leaf spot of lilac","leaf_spots leaf_spots_of_lilac","leaf_spots"
"Exosporium lilacis","leaf spot, leaf spot of lilac","leaf_spots leaf_spots_of_lilac","leaf_spots"
"Heterosporium lilacis","leaf spot, leaf spot of lilac","leaf_spots leaf_spots_of_lilac","leaf_spots"
"Pseudocercospora lilacis","leaf spot, leaf spot of lilac","leaf_spots leaf_spots_of_lilac","leaf_spots"
"Cercospora agavicola","leaf spot, necrosis","leaf_spots necrosis","leaf_spots"
"Ascochyta nyctanthis","leaf spot, opportunistic pathogen, may cause blight,dieback.  often in association with cysts of phytonematodes","leaf_spots opportunistic_pathogen may_cause_blight dieback.__often_in_association_with_cysts_of_phytonematodes","leaf_spots"
"Cercospora kikuchii","leaf spot, seed stain","leaf_spots seed_stain","leaf_spots"
"Cercosporina kikuchii","leaf spot, seed stain","leaf_spots seed_stain","leaf_spots"
"Phyllosticta aristolochiicola","leaf spot, shot hole disease","leaf_spots shot_hole_disease","leaf_spots"
"Ramichloridium ducassei","leaf spot,streak","leaf_spots streak","leaf_spots"
"Cercospora davisii","leaf spot, summer black stem","leaf_spots summer_black_stem","leaf_spots"
"Pestalotiopsis asiatica","leaf spot, trunk grapevine disease","leaf_spots trunk_grapevine_disease","leaf_spots"
"Colletotrichum aracearum","leaf spot, yellowing/discoloration","leaf_spots yellowing discoloration","leaf_spots"
"Colletotrichum hymenocallidicola","leaf spot, yellowing/discoloration","leaf_spots yellowing discoloration","leaf_spots"
"Drechslera gigantea","leaf spot, zonate eyespot","leaf_spots zonate_eyespot","leaf_spots"
"Helminthosporium giganteum","leaf spot, zonate eyespot","leaf_spots zonate_eyespot","leaf_spots"
"Cladosporium subobtectum","leaf spot (blotches)","leaf_spots_(blotches)","leaf_spots"
"Cladosporium magnusianum","leaf spot (indistinct), occasionally discolorations","leaf_spots_(indistinct) occasionally_discolorations","leaf_spots"
"Heterosporium magnusianum","leaf spot (indistinct), occasionally discolorations","leaf_spots_(indistinct) occasionally_discolorations","leaf_spots"
"Dennisiella coussapoae","leaf spot (sooty)","leaf_spots_(sooty)","leaf_spots"
"Phaeosphaeria thysanolaenicola","leaf spot in association with other fungi; secondary invader?","leaf_spots_in_association_with_other_fungi _secondary_invader?","leaf_spots"
"Cladosporium echinulatum","leaf spot of carnation (david. c.m.i. descr.  957. 1988)","leaf_spots_of_carnation_(david._c.m.i._descr.__957._1988)","leaf_spots"
"Helminthosporium echinulatum","leaf spot of carnation (david. c.m.i. descr.  957. 1988)","leaf_spots_of_carnation_(david._c.m.i._descr.__957._1988)","leaf_spots"
"Heterosporium echinulatum","leaf spot of carnation (david. c.m.i. descr.  957. 1988)","leaf_spots_of_carnation_(david._c.m.i._descr.__957._1988)","leaf_spots"
"Cercospora arachidicola","leaf spot of peanuts","leaf_spots_of_peanuts","leaf_spots"
"Passalora arachidicola","leaf spot of peanuts","leaf_spots_of_peanuts","leaf_spots"
"Teratosphaeria marasasii","leaf spot; associated with coleroa senniana","leaf_spots _associated_with_coleroa_senniana","leaf_spots"
"Septoria vignae","leaf spot; chocolate spot","leaf_spots _chocolate_spot","leaf_spots"
"Fusicladium mandshuricum","leaf spot; grey spot disease","leaf_spots _grey_spot_disease","leaf_spots"
"Pollaccia mandshurica","leaf spot; grey spot disease","leaf_spots _grey_spot_disease","leaf_spots"
"Cercospora eucalyptorum","leaf spot; possibly a secondary pathogen","leaf_spots _possibly_a_secondary_pathogen","leaf_spots"
"Bipolaris australiensis","leaf spot; seed-borne","leaf_spots _seed-borne","leaf_spots"
"Drechslera australiensis","leaf spot; seed-borne","leaf_spots _seed-borne","leaf_spots"
"Drechslera siccans","leaf spot; seed-borne","leaf_spots _seed-borne","leaf_spots"
"Drechslera verticillata","leaf spot; seed-borne","leaf_spots _seed-borne","leaf_spots"
"Helminthosporium australiense","leaf spot; seed-borne","leaf_spots _seed-borne","leaf_spots"
"Helminthosporium siccans","leaf spot; seed-borne","leaf_spots _seed-borne","leaf_spots"
"Podosporiella verticillata","leaf spot; seed-borne","leaf_spots _seed-borne","leaf_spots"
"Bipolaris sorghicola","leaf spot; target leaf spot disease","leaf_spots _target_leaf_spots_disease","leaf_spots"
"Drechslera sorghicola","leaf spot; target leaf spot disease","leaf_spots _target_leaf_spots_disease","leaf_spots"
"Helminthosporium sorghicola","leaf spot; target leaf spot disease","leaf_spots _target_leaf_spots_disease","leaf_spots"
"Diaporthe elaeagni-glabrae","leaf spot?","leaf_spots?","leaf_spots"
"Diaporthe incompleta","leaf spot?","leaf_spots?","leaf_spots"
"Diaporthe xishuangbanica","leaf spot?","leaf_spots?","leaf_spots"
"Septoria cretae","leaf spot?","leaf_spots?","leaf_spots"
"Septoria glycinicola","leaf spot?","leaf_spots?","leaf_spots"
"Stenella musicola","leaf spot?","leaf_spots?","leaf_spots"
"Ramularia maculicola","leaf spot?  type from mixed infection with r. inaequale; possibly pathogenic, hyperparasitic or a secondary invader","leaf_spots?__type_from_mixed_infection_with_r._inaequale _possibly_pathogenic hyperparasitic_or_a_secondary_invader","leaf_spots"
"Cladosporium araguatum","leaf spot? associated with human infection","leaf_spots?_associated_with_human_infection","leaf_spots"
"Stenella araguata","leaf spot? associated with human infection","leaf_spots?_associated_with_human_infection","leaf_spots"
"Ascochyta phleina","leaf spot.  a common but mild pathogen (punithalingam 1979). reported by smith (2001) to cause a patch disease in turf grasses","leaf_spots.__a_common_but_mild_pathogen_(punithalingam_1979)._reported_by_smith_(2001)_to_cause_a_patch_disease_in_turf_grasses","leaf_spots"
"Dactuliochaeta glycines","leaf spot.  leaf abscission in susceptible varieties of soybean","leaf_spots.__leaf_abscission_in_susceptible_varieties_of_soybean","leaf_spots"
"Phoma glycinicola","leaf spot.  leaf abscission in susceptible varieties of soybean","leaf_spots.__leaf_abscission_in_susceptible_varieties_of_soybean","leaf_spots"
"Pyrenochaeta glycines","leaf spot.  leaf abscission in susceptible varieties of soybean","leaf_spots.__leaf_abscission_in_susceptible_varieties_of_soybean","leaf_spots"
"Phyllosticta acicola","leaf spot. causes serious damage on seedlings","leaf_spots._causes_serious_damage_on_seedlings","leaf_spots"
"Ramularia lupini","leaf spot. heavy infection leads to premature defoliation (kaiser & crous 1998)","leaf_spots._heavy_infection_leads_to_premature_defoliation_(kaiser_&_crous_1998)","leaf_spots"
"Thedgonia lupini","leaf spot. heavy infection leads to premature defoliation (kaiser & crous 1998)","leaf_spots._heavy_infection_leads_to_premature_defoliation_(kaiser_&_crous_1998)","leaf_spots"
"Cercospora timorensis","leaf spot. listed by usda aphis as a regulated plant pest","leaf_spots._listed_by_usda_aphis_as_a_regulated_plant_pest","leaf_spots"
"Pseudocercospora timorensis","leaf spot. listed by usda aphis as a regulated plant pest","leaf_spots._listed_by_usda_aphis_as_a_regulated_plant_pest","leaf_spots"
"Ascochyta sorghi","leaf spot. older plants are resistant but young plants may be severely affected","leaf_spots._older_plants_are_resistant_but_young_plants_may_be_severely_affected","leaf_spots"
"Ascochyta sorghina","leaf spot. older plants are resistant but young plants may be severely affected","leaf_spots._older_plants_are_resistant_but_young_plants_may_be_severely_affected","leaf_spots"
"Didymella fabae","leaf spot. seed-borne","leaf_spots._seed-borne","leaf_spots"
"Proxipyricularia zingiberis","leaf spot/blast","leaf_spots blast","leaf_spots"
"Pyricularia zingiberi","leaf spot/blast","leaf_spots blast","leaf_spots"
"Pyricularia zingiberis","leaf spot/blast","leaf_spots blast","leaf_spots"
"Alternaria acalyphae","leaf spots","leaf_spots","leaf_spots"
"Alternaria agerati","leaf spots","leaf_spots","leaf_spots"
"Alternaria asphodeli","leaf spots","leaf_spots","leaf_spots"
"Alternaria guangxiensis","leaf spots","leaf_spots","leaf_spots"
"Alternaria latispora","leaf spots","leaf_spots","leaf_spots"
"Alternaria longirostrata","leaf spots","leaf_spots","leaf_spots"
"Alternaria shaanxiensis","leaf spots","leaf_spots","leaf_spots"
"Cladosporium alneum","leaf spots","leaf_spots","leaf_spots"
"Cladosporium arthropodii","leaf spots","leaf_spots","leaf_spots"
"Cladosporium bosciae","leaf spots","leaf_spots","leaf_spots"
"Cladosporium fraxinicola","leaf spots","leaf_spots","leaf_spots"
"Cladosporium liriodendri","leaf spots","leaf_spots","leaf_spots"
"Cladosporium lupiniphilum","leaf spots","leaf_spots","leaf_spots"
"Cladosporium myrtacearum","leaf spots","leaf_spots","leaf_spots"
"Cladosporium populicola","leaf spots","leaf_spots","leaf_spots"
"Cladosporium syringicola","leaf spots","leaf_spots","leaf_spots"
"Cochliobolus chloridis","leaf spots","leaf_spots","leaf_spots"
"Diaporthe passifloricola","leaf spots","leaf_spots","leaf_spots"
"Harknessia australiensis","leaf spots","leaf_spots","leaf_spots"
"Harknessia ellipsoidea","leaf spots","leaf_spots","leaf_spots"
"Harknessia kleinzeeina","leaf spots","leaf_spots","leaf_spots"
"Macrosporium acalyphae","leaf spots","leaf_spots","leaf_spots"
"Passalora rolliniae","leaf spots","leaf_spots","leaf_spots"
"Pestalotiopsis ericacearum","leaf spots","leaf_spots","leaf_spots"
"Pestalotiopsis rhododendri","leaf spots","leaf_spots","leaf_spots"
"Pseudocercospora aurelianae","leaf spots","leaf_spots","leaf_spots"
"Pseudocercospora gunnerae","leaf spots","leaf_spots","leaf_spots"
"Pseudocercospora lophostemonicola","leaf spots","leaf_spots","leaf_spots"
"Pseudocercospora metrosideri","leaf spots","leaf_spots","leaf_spots"
"Pseudocercospora paulliniae","leaf spots","leaf_spots","leaf_spots"
"Pseudocercospora ravenalicola","leaf spots","leaf_spots","leaf_spots"
"Pseudocercospora vicosae","leaf spots","leaf_spots","leaf_spots"
"Pseudocercosporella alliicola","leaf spots","leaf_spots","leaf_spots"
"Ramularia alnicola","leaf spots","leaf_spots","leaf_spots"
"Ramularia alnicola var. multiseptata","leaf spots","leaf_spots","leaf_spots"
"Ramularia rhopalostylidis","leaf spots","leaf_spots","leaf_spots"
"Ramularia subtilis","leaf spots","leaf_spots","leaf_spots"
"Ramularia tenella","leaf spots","leaf_spots","leaf_spots"
"Stenella periandrae","leaf spots","leaf_spots","leaf_spots"
"Cladosporium oncobae","leaf spots, necrotic margins","leaf_spots necrotic_margins","leaf_spots"
"Neodidymelliopsis xanthina","leaf spots, stem,leaf necroses","leaf_spots stem leaf_necroses","leaf_spots"
"Phyllosticta pyrolae","leaf spots (on pyrola spp.)","leaf_spots_(on_pyrola_spp.)","leaf_spots"
"Phyllostictina pirolae","leaf spots (on pyrola spp.)","leaf_spots_(on_pyrola_spp.)","leaf_spots"
"Phyllostictina pyrolae","leaf spots (on pyrola spp.)","leaf_spots_(on_pyrola_spp.)","leaf_spots"
"Pseudocercospora proteae","leaf spots absent, with sporulation on adaxial leaf surface, prominent among leaf hairs","leaf_spots_absent with_sporulation_on_adaxial_leaf_surface prominent_among_leaf_hairs","leaf_spots"
"Clasterosporium proteae","leaf spots encountered infrequently: a minor pathogen of little commercial importance","leaf_spots_encountered_infrequently:_a_minor_pathogen_of_little_commercial_importance","leaf_spots"
"Cladosporium oreodaphnes","leaf spots; covering large areas of leaf surface","leaf_spots _covering_large_areas_of_leaf_surface","leaf_spots"
"Cercospora tungurahuensis","leaf spt","leaf_spt","leaf_spots"
"Passalora tungurahuensis","leaf spt","leaf_spt","leaf_spots"
"Cercospora duddiae","leafspot or withertip on onion,garlic","leafspot_or_withertip_on_onion garlic","leaf_spots"
"Cylindrodochium concentricum","light leaf spot.  from cylindrosporium concentricum - light leaf spot.  minor crop losses previous to 1970, but this fungus caused severe epidemics during the 1970s","light_leaf_spots.__from_cylindrosporium_concentricum_-_light_leaf_spots.__minor_crop_losses_previous_to_1970 but_this_fungus_caused_severe_epidemics_during_the_1970s","leaf_spots"
"Cylindrosporium concentricum","light leaf spot.  from cylindrosporium concentricum - light leaf spot.  minor crop losses previous to 1970, but this fungus caused severe epidemics during the 1970s","light_leaf_spots.__from_cylindrosporium_concentricum_-_light_leaf_spots.__minor_crop_losses_previous_to_1970 but_this_fungus_caused_severe_epidemics_during_the_1970s","leaf_spots"
"Gloeosporium concentricum","light leaf spot.  from cylindrosporium concentricum - light leaf spot.  minor crop losses previous to 1970, but this fungus caused severe epidemics during the 1970s","light_leaf_spots.__from_cylindrosporium_concentricum_-_light_leaf_spots.__minor_crop_losses_previous_to_1970 but_this_fungus_caused_severe_epidemics_during_the_1970s","leaf_spots"
"Lophiostoma fuckelii var. pulveraceum","lophiostoma leaf spot","lophiostoma_leaf_spots","leaf_spots"
"Cercospora oryzae","narrow brown leaf spot","narrow_brown_leaf_spots","leaf_spots"
"Alternaria cichorii","necrotic leaf spot. overwinters in crop debris; seed-borne","necrotic_leaf_spots._overwinters_in_crop_debris _seed-borne","leaf_spots"
"Ascochyta boltshauseri","stunting, red-brown blotches on stems, leaves, pods; leaf spot","stunting red-brown_blotches_on_stems leaves pods _leaf_spots","leaf_spots"
"Ascochyta hortensis","stunting, red-brown blotches on stems, leaves, pods; leaf spot","stunting red-brown_blotches_on_stems leaves pods _leaf_spots","leaf_spots"
"Phoma boltshauseri","stunting, red-brown blotches on stems, leaves, pods; leaf spot","stunting red-brown_blotches_on_stems leaves pods _leaf_spots","leaf_spots"
"Stagonospora boltshauseri","stunting, red-brown blotches on stems, leaves, pods; leaf spot","stunting red-brown_blotches_on_stems leaves pods _leaf_spots","leaf_spots"
"Stagonosporopsis boltshauseri","stunting, red-brown blotches on stems, leaves, pods; leaf spot","stunting red-brown_blotches_on_stems leaves pods _leaf_spots","leaf_spots"
"Lembosia bezerrae","superficial blackish spotting/blotching; a potential aesthetic concern for orchid growers","superficial_blackish_spotting blotching _a_potential_aesthetic_concern_for_orchid_growers","leaf_spots"
"Didymella tanaceti","tan spot","tan_spot","leaf_spots"
"Microsphaeropsis tanaceti","tan spot","tan_spot","leaf_spots"
"Atopospora betulina","tar spot","tar_spot","leaf_spots"
"Dothidea betulina","tar spot","tar_spot","leaf_spots"
"Dothidella betulina","tar spot","tar_spot","leaf_spots"
"Euryachora betulina","tar spot","tar_spot","leaf_spots"
"Phyllachora betulina","tar spot","tar_spot","leaf_spots"
"Phyllachora chrysopogonicola","tar spot","tar_spot","leaf_spots"
"Phyllachora hainanensis","tar spot","tar_spot","leaf_spots"
"Phyllachora nitens subsp. galactiae","tar spot","tar_spot","leaf_spots"
"Phyllachora thysanolaenae","tar spot","tar_spot","leaf_spots"
"Rehmiodothis betulina","tar spot","tar_spot","leaf_spots"
"Rhagadolobiopsis thelypteridis","tar spot","tar_spot","leaf_spots"
"Rhytisma panamense","tar spot","tar_spot","leaf_spots"
"Rhytisma quercinum","tar spot","tar_spot","leaf_spots"
"Trabutia quercina","tar spot","tar_spot","leaf_spots"
"Xyloma betulinum","tar spot","tar_spot","leaf_spots"
"Cryptosporiopsis citricarpa","target leaf spot; a serious pathogen","target_leaf_spots _a_serious_pathogen","leaf_spots"
"Pseudofabraea citricarpa","target leaf spot; a serious pathogen","target_leaf_spots _a_serious_pathogen","leaf_spots"
"Pseudocercospora trichiliae-hirtae","weakly formed leaf spots to diffuse, irregular discolorations","weakly_formed_leaf_spots_to_diffuse irregular_discolorations","leaf_spots"
"Gibellia cerealis","white straw disease; leaf spot, stunting","white_straw_disease _leaf_spots stunting","leaf_spots"
"Gibellina cerealis","white straw disease; leaf spot, stunting","white_straw_disease _leaf_spots stunting","leaf_spots"
"Alternaria consortialis","leaf spot, cortical lesions","leaf_spots cortical_lesions","leaf_spots cortical_lesions"
"Alternaria consortialis var. levis","leaf spot, cortical lesions","leaf_spots cortical_lesions","leaf_spots cortical_lesions"
"Stemphylium consortiale","leaf spot, cortical lesions","leaf_spots cortical_lesions","leaf_spots cortical_lesions"
"Ulocladium consortiale","leaf spot, cortical lesions","leaf_spots cortical_lesions","leaf_spots cortical_lesions"
"Cercospora epicoccoides","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Coccomyces arctostaphyloides","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Cryptosporiopsis citri","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Kirramyces epicoccoides","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Mycosphaerella suttonii","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Phaeophleospora epicoccoides","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Readeriella epicoccoides","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Septoria albopunctata","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Septoria chrysanthemella","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Septoria helianthi","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Teratosphaeria suttonii","leaf spot, defoliation","leaf_spots defoliation","leaf_spots defoliation"
"Mycosphaerella nyssaecola","leaf spot, discoloration, defoliation","leaf_spots discoloration defoliation","leaf_spots defoliation"
"Mycosphaerella nyssicola","leaf spot, discoloration, defoliation","leaf_spots discoloration defoliation","leaf_spots defoliation"
"Sphaerella nyssicola","leaf spot, discoloration, defoliation","leaf_spots discoloration defoliation","leaf_spots defoliation"
"Chaetomium cochliodes","leaf spot, leaf drop","leaf_spots leaf_drop","leaf_spots defoliation"
"Chaetomium cochlioides","leaf spot, leaf drop","leaf_spots leaf_drop","leaf_spots defoliation"
"Chaetomium globosum","leaf spot, leaf drop","leaf_spots leaf_drop","leaf_spots defoliation"
"Stemphylium solani","leaf spot, yellowing, defoliation, reduced fruit yield","leaf_spots yellowing defoliation reduced_fruit_yield","leaf_spots defoliation"
"Thyrospora solani","leaf spot, yellowing, defoliation, reduced fruit yield","leaf_spots yellowing defoliation reduced_fruit_yield","leaf_spots defoliation"
"Phoma chrysanthemicola","leaf spot, yellowing, defoliation; also saprobic","leaf_spots yellowing defoliation _also_saprobic","leaf_spots defoliation saprobic"
"Septoria urticae","leaf spot, severe foliar necrosis, defoliation","leaf_spots severe_foliar_necrosis defoliation","leaf_spots defoliations"
"Fusicladium radiosum","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Fusicladium radiosum var. lethiferum","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Fusicladium radiosum var. letiferum","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Fusicladium radiosum var. populi-albae","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Oidium radiosum","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Pollaccia radiosa","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Pollaccia radiosa var. lethifera","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Pollaccia radiosa var. letifera","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Pollaccia radiosa var. populi-albae","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Stigmina radiosa","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Venturia radiosa","leaf spot, twig dieback","leaf_spots twig_dieback","leaf_spots dieback"
"Alternaria panacis","leaf spot; also dieback","leaf_spots _also_dieback","leaf_spots dieback"
"Alternaria panax","leaf spot; also dieback","leaf_spots _also_dieback","leaf_spots dieback"
"Colletotrichum endophytica","leaf spot; also endophytic","leaf_spots _also_endophytic","leaf_spots endophyte"
"Aplosporella mangiferae","leaf spot; less commonly associated with twig die back, stem,limb canker,,stem end rot of fruit..  endophyte","leaf_spots _less_commonly_associated_with_twig_die_back stem_rot limb_canker  stem_rot_end_rot_of_fruit..__endophyte","leaf_spots endophyte"
"Cytosphaera mangiferae","leaf spot; less commonly associated with twig die back, stem,limb canker,,stem end rot of fruit..  endophyte","leaf_spots _less_commonly_associated_with_twig_die_back stem_rot limb_canker  stem_rot_end_rot_of_fruit..__endophyte","leaf_spots endophyte"
"Phaeotrichoconis crotalariae","leaf spot; often an endophyte","leaf_spots _often_an_endophyte","leaf_spots endophyte"
"Trichoconis crotalariae","leaf spot; often an endophyte","leaf_spots _often_an_endophyte","leaf_spots endophyte"
"Mycosphaerella madeirae","leaf spot: also endophytic","leaf_spots:_also_endophytic","leaf_spots endophytic"
"Colletotrichum aotearoa","endophyte, leaf spots,,fruit lesions","endophyte leaf_spots  fruit_lesions","leaf_spots fruit_lesions endophyte"
"Alternaria limicola","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Beltrania pseudorhombica","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Cercospora angolensis","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Cercospora echinocystis","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Phaeoramularia angolensis","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Pseudocercospora angolensis","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Pseudocercospora mapelanensis","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Pseudophaeoramularia angolensis","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Septoria cucurbitacearum","leaf,fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Cercospora sesami","leaf,pod spot of sesame","leaf_spots pod_spot_of_sesame","leaf_spots fruit_spots"
"Cercoseptoria neriella","leaf spot, fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Cercospora cladosporioides","leaf spot, fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Cercospora neriella","leaf spot, fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Mycocentrospora cladosporioides","leaf spot, fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Pseudocercospora cladosporioides","leaf spot, fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Pseudocercospora neriella","leaf spot, fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Pseudocercospora pistacina","leaf spot, fruit spot","leaf_spots fruit_spot","leaf_spots fruit_spots"
"Guignardia musae","leaf spot, fruit spot. banana freckle disease; banana black spot disease","leaf_spots fruit_spot._banana_freckle_disease _banana_black_spot_disease","leaf_spots fruit_spots"
"Macrophoma musae","leaf spot, fruit spot. banana freckle disease; banana black spot disease","leaf_spots fruit_spot._banana_freckle_disease _banana_black_spot_disease","leaf_spots fruit_spots"
"Phoma musae","leaf spot, fruit spot. banana freckle disease; banana black spot disease","leaf_spots fruit_spot._banana_freckle_disease _banana_black_spot_disease","leaf_spots fruit_spots"
"Phyllosticta musarum","leaf spot, fruit spot. banana freckle disease; banana black spot disease","leaf_spots fruit_spot._banana_freckle_disease _banana_black_spot_disease","leaf_spots fruit_spots"
"Phyllostictina musarum","leaf spot, fruit spot. banana freckle disease; banana black spot disease","leaf_spots fruit_spot._banana_freckle_disease _banana_black_spot_disease","leaf_spots fruit_spots"
"Sphaeropsis musarum","leaf spot, fruit spot. banana freckle disease; banana black spot disease","leaf_spots fruit_spot._banana_freckle_disease _banana_black_spot_disease","leaf_spots fruit_spots"
"Cercospora cassiocarpa","leaf spot.  also on pods","leaf_spots.__also_on_pods","leaf_spots fruit_spots"
"Cercosporidium cassiocarpum","leaf spot.  also on pods","leaf_spots.__also_on_pods","leaf_spots fruit_spots"
"Passalora cassiocarpa","leaf spot.  also on pods","leaf_spots.__also_on_pods","leaf_spots fruit_spots"
"Mycosphaerella pyri","septoria leaf spot, fruit spot","septoria_leaf_spots fruit_spot","leaf_spots fruit_spots"
"Sphaerella pyri","septoria leaf spot, fruit spot","septoria_leaf_spots fruit_spot","leaf_spots fruit_spots"
"Septoria passifloricola","leaf, blossom, fruit,,stem spot.  responsible for a major epidemic in south africa 1938-1939 (punithalingam 1980)","leaf_spots blossom fruit  stem_spot.__responsible_for_a_major_epidemic_in_south_africa_1938-1939_(punithalingam_1980)","leaf_spots fruit_spots spots"
"Pseudocercospora radermachericola","leaf spot, lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Stigmella lycii","leaf spot,lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria ascaloniae","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria beticola","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria cretica","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria cucumericola","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria cyphomandrae","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria glyceriae","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria herbiculinae","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria iridicola","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria linariae","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria solani-nigri","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria subcylindrica","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria tabasco","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
"Alternaria tomatophila","leaf spot/lesions","leaf_spots lesions","leaf_spots leaf_lesions"
