"taxon","simplified_disease","simplified_disease_1","simplified_disease_2"
"Phellinus robiniae","opportunistic pathogen causing heart rot; also a saprobe","opportunistic_pathogen_causing_heart_rot _also_a_saprobe","rots saprobe"
"Pyropolyporus robiniae","opportunistic pathogen causing heart rot; also a saprobe","opportunistic_pathogen_causing_heart_rot _also_a_saprobe","rots saprobe"
"Coriolus hirsutus","an opportunistic pathogen entering through wounds,causing a white rot of living trees, persisting as a saprobe after tree death","an_opportunistic_pathogen_entering_through_wounds causing_a_white_rot_of_living_trees persisting_as_a_saprobe_after_tree_death","rots saprobic"
"Coriolus hirsutus var. ochraceus","an opportunistic pathogen entering through wounds,causing a white rot of living trees, persisting as a saprobe after tree death","an_opportunistic_pathogen_entering_through_wounds causing_a_white_rot_of_living_trees persisting_as_a_saprobe_after_tree_death","rots saprobic"
"Polyporus hirsutus","an opportunistic pathogen entering through wounds,causing a white rot of living trees, persisting as a saprobe after tree death","an_opportunistic_pathogen_entering_through_wounds causing_a_white_rot_of_living_trees persisting_as_a_saprobe_after_tree_death","rots saprobic"
"Polystictus hirsutus","an opportunistic pathogen entering through wounds,causing a white rot of living trees, persisting as a saprobe after tree death","an_opportunistic_pathogen_entering_through_wounds causing_a_white_rot_of_living_trees persisting_as_a_saprobe_after_tree_death","rots saprobic"
"Trametes hirsuta","an opportunistic pathogen entering through wounds,causing a white rot of living trees, persisting as a saprobe after tree death","an_opportunistic_pathogen_entering_through_wounds causing_a_white_rot_of_living_trees persisting_as_a_saprobe_after_tree_death","rots saprobic"
"Laetiporus gilbertsonii","brown heart-rot; also saprobic","brown_heart-rot _also_saprobic","rots saprobic"
"Stereum hirsutum","heart rot, necrosis, associated with esca; usually saprobic","heart_rot necrosis associated_with_esca _usually_saprobic","rots saprobic"
"Thelephora hirsuta","heart rot, necrosis, associated with esca; usually saprobic","heart_rot necrosis associated_with_esca _usually_saprobic","rots saprobic"
"Boletus sulphureus","heart-rot; also saprobic","heart-rot _also_saprobic","rots saprobic"
"Laetiporus sulphureus","heart-rot; also saprobic","heart-rot _also_saprobic","rots saprobic"
"Polyporus sulphureus","heart-rot; also saprobic","heart-rot _also_saprobic","rots saprobic"
"Laetiporus cincinnatus","root rot, butt rot; also saprobic","root_rot butt_rot _also_saprobic","rots saprobic"
"Polyporus cincinnatus","root rot, butt rot; also saprobic","root_rot butt_rot _also_saprobic","rots saprobic"
"Pholiota squarrosa","root rot; also saprobic","root_rot _also_saprobic","rots saprobic"
"Coniothyrium olivaceum","saprobic; also a pathogen causing brown spine rot of alhagi maurorum","saprobic _also_a_pathogen_causing_brown_spine_rot_of_alhagi_maurorum","rots saprobic"
"Microsphaeropsis olivacea","saprobic; also a pathogen causing brown spine rot of alhagi maurorum","saprobic _also_a_pathogen_causing_brown_spine_rot_of_alhagi_maurorum","rots saprobic"
"Stereum ostrea","saprobic; white rot","saprobic _white_rot","rots saprobic"
"Thelephora ostrea","saprobic; white rot","saprobic _white_rot","rots saprobic"
"Boletus squamosus","white heartrot of wounded trees; also saprobic","white_heartrot_of_wounded_trees _also_saprobic","rots saprobic"
"Polyporus squamosus","white heartrot of wounded trees; also saprobic","white_heartrot_of_wounded_trees _also_saprobic","rots saprobic"
"Boletus gilvus","white rot; opportunistic pathogen attacking trees through wounds.  usually saprobic","white_rot _opportunistic_pathogen_attacking_trees_through_wounds.__usually_saprobic","rots saprobic"
"Fuscoporia gilva","white rot; opportunistic pathogen attacking trees through wounds.  usually saprobic","white_rot _opportunistic_pathogen_attacking_trees_through_wounds.__usually_saprobic","rots saprobic"
"Hapalopilus gilvus","white rot; opportunistic pathogen attacking trees through wounds.  usually saprobic","white_rot _opportunistic_pathogen_attacking_trees_through_wounds.__usually_saprobic","rots saprobic"
"Phellinus gilvus","white rot; opportunistic pathogen attacking trees through wounds.  usually saprobic","white_rot _opportunistic_pathogen_attacking_trees_through_wounds.__usually_saprobic","rots saprobic"
"Polyporus gilvus","white rot; opportunistic pathogen attacking trees through wounds.  usually saprobic","white_rot _opportunistic_pathogen_attacking_trees_through_wounds.__usually_saprobic","rots saprobic"
"Perenniporia subacida","white rot/butt rot; also saprobic","white_rot butt_rot _also_saprobic","rots saprobic"
"Polyporus subacidus","white rot/butt rot; also saprobic","white_rot butt_rot _also_saprobic","rots saprobic"
"Poria subacida","white rot/butt rot; also saprobic","white_rot butt_rot _also_saprobic","rots saprobic"
"Fomes applanatus var. australis","butt rot, white heart rot, white mottled trunk; conks seldom seen on live trees, but fungus frequently established before,responsible for death","butt_rot white_heart_rot white_mottled_trunk _conks_seldom_seen_on_live_trees but_fungus_frequently_established_before responsible_for_death","rots spots"
"Ganoderma applanatum","butt rot, white heart rot, white mottled trunk; conks seldom seen on live trees, but fungus frequently established before,responsible for death","butt_rot white_heart_rot white_mottled_trunk _conks_seldom_seen_on_live_trees but_fungus_frequently_established_before responsible_for_death","rots spots"
"Ganoderma applanatum f. australe","butt rot, white heart rot, white mottled trunk; conks seldom seen on live trees, but fungus frequently established before,responsible for death","butt_rot white_heart_rot white_mottled_trunk _conks_seldom_seen_on_live_trees but_fungus_frequently_established_before responsible_for_death","rots spots"
"Ganoderma applanatum subsp. australe","butt rot, white heart rot, white mottled trunk; conks seldom seen on live trees, but fungus frequently established before,responsible for death","butt_rot white_heart_rot white_mottled_trunk _conks_seldom_seen_on_live_trees but_fungus_frequently_established_before responsible_for_death","rots spots"
"Ganoderma applanatum var. tornatum","butt rot, white heart rot, white mottled trunk; conks seldom seen on live trees, but fungus frequently established before,responsible for death","butt_rot white_heart_rot white_mottled_trunk _conks_seldom_seen_on_live_trees but_fungus_frequently_established_before responsible_for_death","rots spots"
"Fusarium tricinctum","stalk rot, stem lesions, wilt","stalk_rot stem_lesions wilt","rots stem_lesions wilts"
"Fusarium tricinctum f. poae","stalk rot, stem lesions, wilt","stalk_rot stem_lesions wilt","rots stem_lesions wilts"
"Pleiocarpon strelitziae","basal stem rot, wilting","basal_stem_rot wilting","rots wilts"
"Verticillium tricorpus","dry rot, verticillium wilt","dry_rot verticillium_wilt","rots wilts"
"Phaeoacremonium tectonae","heart rot, laurel wilt","heart_rot laurel_wilt","rots wilts"
"Rhizopus arrhizus","root rot, fruit rot, chlorosis, wilting","root_rot fruit_rot chlorosis wilting","rots wilts"
"Rhizopus arrhizus var. delemar","root rot, fruit rot, chlorosis, wilting","root_rot fruit_rot chlorosis wilting","rots wilts"
"Rhizopus arrhizus var. rouxii","root rot, fruit rot, chlorosis, wilting","root_rot fruit_rot chlorosis wilting","rots wilts"
"Rhizopus oryzae","root rot, fruit rot, chlorosis, wilting","root_rot fruit_rot chlorosis wilting","rots wilts"
"Acremonium falciforme","root rot, wilt","root_rot wilt","rots wilts"
"Cephalosporium falciforme","root rot, wilt","root_rot wilt","rots wilts"
"Ceratocystis radicicola","root rot, wilt","root_rot wilt","rots wilts"
"Cylindrocarpon destructans","root rot, wilt","root_rot wilt","rots wilts"
"Cylindrocarpon destructans var. crassum","root rot, wilt","root_rot wilt","rots wilts"
"Cylindrocarpon radicicola var. crassum","root rot, wilt","root_rot wilt","rots wilts"
"Fusarium falciforme","root rot, wilt","root_rot wilt","rots wilts"
"Ilyonectria radicicola","root rot, wilt","root_rot wilt","rots wilts"
"Nectria radicicola","root rot, wilt","root_rot wilt","rots wilts"
"Nectria radicicola var. coprosmae","root rot, wilt","root_rot wilt","rots wilts"
"Nectria radicicola var. macroconidialis","root rot, wilt","root_rot wilt","rots wilts"
"Neonectria radicicola","root rot, wilt","root_rot wilt","rots wilts"
"Ramularia destructans","root rot, wilt","root_rot wilt","rots wilts"
"Camarosporidiella arezzoensis","saprobic or weakly necrotrophic","saprobic_or_weakly_necrotrophic","saprobe necrotrophic"
"Apiospora oryzae","saprophyte,weak parasite; leaf spot of rosemary, cob,stalk rot of maize","saprophyte weak_parasite _leaf_spots_of_rosemary cob stalk_rot_of_maize","saprophyte leaf_spots rots"
"Khuskia oryzae","saprophyte,weak parasite; leaf spot of rosemary, cob,stalk rot of maize","saprophyte weak_parasite _leaf_spots_of_rosemary cob stalk_rot_of_maize","saprophyte leaf_spots rots"
"Monotospora oryzae","saprophyte,weak parasite; leaf spot of rosemary, cob,stalk rot of maize","saprophyte weak_parasite _leaf_spots_of_rosemary cob stalk_rot_of_maize","saprophyte leaf_spots rots"
"Nigrospora oryzae","saprophyte,weak parasite; leaf spot of rosemary, cob,stalk rot of maize","saprophyte weak_parasite _leaf_spots_of_rosemary cob stalk_rot_of_maize","saprophyte leaf_spots rots"
"Bipolaris sesuvii","spots, lesions, rot","spots lesions rot","spots lesions rots"
"Cadophora malorum","spots,rots","spots rots","spots rots"
"Byssus herbarum","various spots,rots","various_spots rots","spots rots"
"Cladosporium herbarum","various spots,rots","various_spots rots","spots rots"
"Cladosporium herbarum f. parasitica","various spots,rots","various_spots rots","spots rots"
"Cladosporium herbarum f. parasiticum","various spots,rots","various_spots rots","spots rots"
"Dematium herbarum","various spots,rots","various_spots rots","spots rots"
